qid,band,lawyer_rank,lawyer_cosine,lang_tag,labelled_act,labelled_provision,question,lawyer_answer
prot_0062_08,good,3,0.6702,english,"1The Transfer of Property Act, 1882",Transfer how effected,আমার নানারা তিন ভাই। আমার নানা মেজো। আমার মা ছাড়া নানার আর কোনো সন্তান নেই। ইসলামি আইনে নানার মৃত্যুর পর অপর দুই ভাই তাঁ,সাধারণত হেবার মাধ্যমে কোনো সম্পত্তি হস্তান্তর করলে সেই সম্পত্তিতে অন্যের আর কোনো অধিকার বা দাবি থাকে না। হেবা কার্যকর কর
prot_0051_01,good,5,0.6702,english,"1The Evidence Act, 1872",Birth during marriage conclusive proof of legitimacy,আমার বড় বোনের বিয়ের কয়েক বছর পর দুলাভাইয়ের সঙ্গে তাঁর নানা সমস্যা তৈরি হয়। শ্বশুরবাড়ির অত্যাচার সইতে না পেরে তিনি বাপের ,মুসলিম আইন অনুযায়ী কোনো নারী বিবাহিত থাকাকালে সন্তানের জন্মদান করলে ধরে নেওয়া হবে সেই সন্তানের বাবা তাঁর স্বামী। সুতরাং 
prot_0006_01,good,3,0.6706,english,"1The Evidence Act, 1872",Birth during marriage conclusive proof of legitimacy,"আমার বয়স ৩০, অবিবাহিত। তিন বছর আগে বিবাহিত এক মুসলিম নারীর সঙ্গে আমার শারীরিক সম্পর্ক হয়েছিল। নিজের ভুল বুঝতে পেরে আমি দ","বিবাহিত থাকার সময় যদি একজন স্ত্রীর সন্তান হয় সে ক্ষেত্রে মুসলিম আইনে ধরে নেওয়া হবে, সেই শিশুটির পিতা তার স্বামী। বৈবাহিক"
prot_0073_03,good,3,0.6722,english,"The Muslim Family Laws Ordinance, 1961",Dissolution of marriage otherwise than by talaq,"আমার বয়স ২৫ বছর। আমি একটি মেয়েকে ভালোবাসি, যার বয়স ২১ বছর। ১৯ বছর বয়সে ওর পরিবার ওকে ইচ্ছার বিরুদ্ধে প্রবাসী এক লোকের সঙ",মুসলিম পারিবারিক আইনের আওতায় তালাক-এ তাওফিজ-এর ক্ষমতাবলে একজন মহিলা তালাকের নোটিশ পাঠাতে পারেন। কিন্তু কাবিননামায় এই ক্ষ
prot_0076_04,good,2,0.6726,english,"The Muslim Family Laws Ordinance, 1961",Talaq,"২০০৭ সালে হঠাৎ আমার বাড়িতে নানা সম্পর্কীয় এক আত্মীয় এলেন। তাঁর একটি মেয়ে ছিল, যাকে আমার খুবই পছন্দ হয়েছিল। তারপর আমার মে",আপনার পাঠানো কাগজটি একটি তালাকের নোটিশ এবং এটি কোনো বৈধ তালাকনামা নয়। মুসলিম আইন অনুযায়ী তালাকে নোটিশ পাঠালেই তালাক কার্
prot_0083_05,good,8,0.6741,english,"The Muslim Family Laws Ordinance, 1961",Polygamy,২০০১ সালে বিয়ে করি। এরপর অপরিকল্পিতভাবে একটি সন্তানের জন্ম হয়। বিয়ের পর বেশ টানাপোড়েনের মধ্য দিয়ে দীর্ঘ সময় কেটেছে। তার ,"মুসলিম পারিবারিক আইন ১৯৬১-এর ৬ ধারা অনুযায়ী, দ্বিতীয় বিয়ের ক্ষেত্রে একজন পুরুষের আরবিট্রেশন কাউন্সিলের অনুমতির প্রয়োজন। "
prot_0049_01,good,1,0.6749,english,"The Muslim Family Laws Ordinance, 1961",Dissolution of marriage otherwise than by talaq,পলিটেকনিক ইনস্টিটিউটে পড়ার সময় একটি ছেলের সঙ্গে আমার সম্পর্ক হয়। এর পরিপ্রেক্ষিতে ২০১১ সালে ওই ছেলের সঙ্গে প্রথমে মৌলভির,বিয়ের সময় কাবিননামায় স্ত্রীকে তালাকের ক্ষমতা দেওয়া থাকলে আপনি আপনার স্বামীকে তালাক দিতে পারেন। এ ক্ষেত্রে স্বামী কর্তৃক 
prot_0010_02,good,2,0.6767,english,"The Muslim Family Laws Ordinance, 1961",Talaq,আমার এক আত্মীয় ২০১৪ সালে মা-বাবার পছন্দে বিয়ে করেন। বিয়ের ছয়-সাত মাস পর স্বামী-স্ত্রীর ঝগড়া-বিবাদ ও মতের মিল না হওয়ায় এ,মুসলিম আইনে তালাক প্রদানের নির্দিষ্ট নিয়মকানুন আছে। সাধারণত কাজি অফিসের মাধ্যমে এই তালাক প্রদান করা হয় এবং তা কার্যকর হত
prot_0078_01,good,2,0.6775,mixed,"1The Penal Code, 1860",Marrying again during lifetime of husband or wife,একটি মেয়ের সঙ্গে আমার পরিচয় ২০০৬ সালে। সে একটি বিশ্ববিদ্যালয়ের ছাত্রী। দুজন দুজনকে প্রচণ্ড ভালোবাসতাম। ২০০৮ সালে আমরা ইস,বিবাহিত থাকাকালে আপনার স্ত্রীর দ্বিতীয় বিবাহ আইনের দৃষ্টিতে কোনো বিবাহ নয়। এ ধরনের বিবাহ আইনগতভাবে অবৈধ এবং তাতে কারও ওপ
prot_0007_02,good,1,0.6796,english,"The Hindu Women's Rights to Property Act, 1937",Devolution of property,একজন হিন্দুধর্মাবলম্বী ব্যক্তির কোনো পুত্র নেই। শুধু এক বিবাহিত কন্যা আছে। ওই কন্যার নাতি ও নাতনি আছে। এখন সেই ব্যক্তি,হিন্দু আইনে মহিলারা জীবনস্বত্বে (লাইফ ইন্টারেস্ট) সম্পত্তি ভোগ করতে পারেন। অর্থাৎ স্ত্রী ও কন্যা তাদের জীবদ্দশায় ওই সম্
prot_0002_01,good,2,0.6806,english,"The Muslim Marriages and Divorces (Registration) Act, 1974",Registration of marriages,আমি কলকাতার একটি হিন্দু মেয়েকে বিয়ে করতে যাচ্ছি। তার এবং আমার—দুই পরিবারই রাজি। ধর্ম পরিবর্তন করে মেয়েটি ইসলাম ধর্ম গ্রহ,"মেয়েটি ধর্ম পরিবর্তন করে যদি মুসলমান হয়, তবে মুসলিম আইন অনুযায়ী নির্দিষ্ট কাজির মাধ্যমে বিবাহ সম্পন্ন করতে হবে। কাবিননাম"
prot_0012_03,good,1,0.6849,english,"The Muslim Family Laws Ordinance, 1961",Talaq,"প্রথমে প্রেম হলেও পরে পারিবারিকভাবেই আমি ২০১১ সালে বিয়ে করি। মেয়েটি ঝগড়াটে, দুষ্টু ও একরোখা মনোভাবের কারণে প্রথমে কিছ",আপনি তালাকের নির্দিষ্ট নিয়ম অনুসরণ করে আপনার স্ত্রীকে তালাক দিতে পারেন। তালাক কার্যকরী হতে সাধারণত তিন মাস সময় প্রয়োজন।
prot_0026_05,good,1,0.6849,mixed,"The Muslim Family Laws Ordinance, 1961",Dower,আমার বয়স ২৮। গত ১ ফেব্রুয়ারি আমার বিয়ে হয় একজন সরকারি কর্মকর্তার সঙ্গে। বিয়ের ১০ দিনের মাথায় সে আমার কাছে মোটা অঙ্কের য,"মুসলিম আইনে দেনমোহর স্বামীর কাছে স্ত্রীর পাওনা। এই পাওনা চাহিবামাত্র পরিশোধযোগ্য। এই দেনমোহর তালাক হোক না হোক, স্ত"
prot_0064_04,good,2,0.6888,english,"The Muslim Family Laws Ordinance, 1961",Talaq,১৯৯৮ সালে খালাতো বোনকে বাবা-মায়ের অনুরোধে বিয়ে করি। বর্তমানে বেসরকারি সংস্থায় কর্মরত। আমার দুটি পুত্রসন্তান আছে—বয়স নয় ও,১৯৬১ সালের মুসলিম পারিবারিক আইনের ৭ ধারার আওতায় তালাকের ফরম কাজি অফিসে পাওয়া যায়। ৭ ধারা মোতাবেক ওই ফরম পূরণ করে ইউনিয়ন 
prot_0064_01,good,1,0.6888,mixed,"The Muslim Family Laws Ordinance, 1961",Dower,আমার বাবা একজন সরকারি চাকরিজীবী। তাঁর সঙ্গে ১৯৮৮ সালে আমার মায়ের বিয়ে হয়। বিয়ের পর কয়েক দিনের মধ্যেই যৌতুকের বিষয়কে কেন্,১৯৬১ সালের পারিবারিক আইনের ১০ ধারা মোতাবেক দেনমোহরের পদ্ধতি সম্পর্কে কাবিনে বিস্তারিত উল্লেখ না থাকলে স্ত্রী চাহিবামাত্র
prot_0028_01,good,4,0.6906,mixed,"The Muslim Family Laws Ordinance, 1961",Polygamy,২০১০ সালে আমার স্বামী তাঁর এক অধীনস্থ কর্মচারীকে বিয়ে করেন। তখন আমাদের দাম্পত্যজীবনের বয়স প্রায় ৩০ বছর। বিয়ের পর তিনি বা,প্রথম স্ত্রীর অনুমতি ছাড়া দ্বিতীয় বিয়ে একটি দণ্ডনীয় অপরাধ। এই অপরাধের শাস্তি এক বছরের জেল বা ১০ হাজার টাকা জরিমানা অথবা 
ajke_0151_01,good,1,0.6912,english,"The Muslim Family Laws Ordinance, 1961",Talaq,"প্রশ্ন: আমার বিয়ের বয়স প্রায় ৭ বছর। ৫ বছরের একটি মেয়ে আছে। তার জন্মের পর থেকে আমার স্বামী আমাদের খোঁজখবর নিত না, ভরণপোষণ","আপনার বিষয়টি সত্যিই খুব সংবেদনশীল ও কষ্টদায়ক। প্রথমত, আপনার উপস্থিতিতে তালাক বা বিবাহবিচ্ছেদ সম্ভব কি না। বাংলাদেশের আইন"
prot_0088_02,good,3,0.6924,english,"The Muslim Family Laws Ordinance, 1961",Talaq,"আমি যে মেয়েকে ভালোবাসতাম, ২০০৬ সালে সেই মেয়ের অভিভাবকের চাপে গোপনে বিয়ে করি। তারা আমাকে বলেছে, আমার পড়ালেখা শেষ না হওয়া ",মুসলিম আইনে বিয়ে এক ধরনের চুক্তি। বিয়ের ক্ষেত্রে অন্য চুক্তির মতোই ‘প্রস্তাব’ ও ‘গ্রহণ’ এ দুটি উপাদানের প্রয়োজন। এখানে চ
ajke_0187_01,good,1,0.6927,bengali,"সাইবার সুরক্ষা আইন, ২০২৬","যৌন হয়রানি, ব্ল্যাকমেইলিং বা অশ্লীল বিষয়বস্তু প্রকাশ সংক্রান",প্রশ্ন: আমার বয়স ২৩ বছর। ঢাকা বিশ্ববিদ্যালয় থেকে স্নাতক শেষ করে একটি বেসরকারি প্রতিষ্ঠানে শিক্ষানবিশ হিসেবে কাজ করছি মাস,"আপনার সঙ্গে আপনার কর্মক্ষেত্রের সিনিয়র যে অসদাচরণ করেছেন বা করছেন, তাতে বেশ কিছু অপরাধ সংঘটিত হয়েছে। প্রথমত, তিনি যে আপন"
prot_0095_01,good,1,0.6945,bengali,"কোম্পানী আইন, ১৯৯৪",নিগমিত কোম্পানীর গঠন পদ্ধতি,আমি একজন উদ্যোক্তা। প্রায় তিন বছর ধরে আমি একটি বুটিক হাউস চালাই। এই ব্যবসায় আমার সঙ্গে আরও দুজন অংশীদার (পার্টনার) যুক্ত,একজন নতুন বিনিয়োগকারীকে নির্দিষ্ট কিছু নিয়ম অনুসরণ করে ব্যবসা শুরু করতে হয়। প্রথমে রেজিস্ট্রার অব জয়েন্ট স্টক কোম্পানিস 
prot_0004_03,good,1,0.7008,english,"1The Special Marriage Act, 1872",Conditions upon which marriages under Act may be celebrated,"আমি একটি মেয়েকে চার বছর ধরে ভালোবাসি। সেও আমাকে ভালোবাসে। আমার বয়স ২৪ বছর, মেয়েটির বয়স ২০ বছর। আমি মুসলিম আর মেয়েটি হিন্",হিন্দু-মুসলিম বিবাহ আইনসিদ্ধ নয়। সুতরাং নিজ নিজ ধর্ম বহাল রেখে বিয়ে সম্ভব নয়। তবে আপনারা স্পেশাল ম্যারেজ অ্যাক্ট বা বিশে
prot_0138_02,good,9,0.7047,bengali,"বাংলাদেশ শ্রম আইন, ২০০৬",শ্রমিকের চূড়ান্ত পাওনা পরিশোধের মেয়াদ,"অবসর, ছাঁটাই, অপসারণ, বরখাস্ত, অবসান করার পর মজুরি এবং পাওনা পরিশোধ করা না হলে আদায় করার ক্ষেত্রে শ্রমিকের করণীয় কী?","এ ক্ষেত্রে যদি আইনে নির্ধারিত সময়ের মধ্যে শ্রমিকের পাওনা পরিশোধ না করা হয়, তাহলে শ্রমিক তাঁর বকেয়া পাওনা আদায়ের জন্য শ্র"
prot_0087_03,good,3,0.7053,mixed,"1The Penal Code, 1860",Punishment for extortion,"কয়েক মাস আগে আমি ভোটার পরিচয়পত্র হারিয়ে ফেলি। এ নিয়ে খুব চিন্তায় ছিলাম। কয়েকদিন পর জানতে পারলাম, এক বন্ধু সেটি খুঁজে পেয়","আপনি ভোটার পরিচয়পত্র হারিয়ে যাওয়ায় থানায় সাধারণ ডায়েরি করতে পারেন। এতে পরিচয়পত্র হারানোর সময়, তারিখ, স্থান ও পরিচয়পত্রের"
prot_0073_06,good,1,0.7087,english,"The Muslim Family Laws Ordinance, 1961",Talaq,আমি স্নাতক (সম্মান) তৃতীয় বর্ষের ছাত্র। সিলেটে এক আত্মীয়ের বাড়িতে থেকে পড়াশোনা করি। আমার গ্রামের বাড়ি ময়মনসিংহ। সেখানে এ,"যেহেতু আপনার বিরুদ্ধে মামলা দায়ের করা হয়েছে, সেহেতু আপনাকে আদালতে আত্মসমর্পণ করে জামিন চাইতে হবে। মামলা দায়েরের ফলে আপনা"
ajke_0190_01,good,1,0.7087,mixed,"The Muslim Family Laws Ordinance, 1961",Polygamy,প্রশ্ন: আমাদের বিয়ে হয়েছে প্রায় ছয় বছর আগে। দুটি ছেলেসন্তান রয়েছে। ২০২০ সালে আমার স্বামী না জানিয়ে দ্বিতীয় বিয়ে করে। পরে,"আইন অনুযায়ী, স্ত্রী জীবিত থাকা অবস্থায় আরেকটি বিয়ে করা যাবে না। এটি ফৌজদারি অপরাধ। তবে কোনো ব্যক্তির এক স্ত্রী বর্তমান থ"
prot_0091_01,good,1,0.71,english,"The Muslim Family Laws Ordinance, 1961",Dissolution of marriage otherwise than by talaq,আমার বয়স ২০ বছর। স্নাতক (সম্মান) দ্বিতীয় বর্ষের ছাত্রী। দুই বছর হলো আমার বিয়ে হয়েছে। স্বামী বেসরকারি প্রতিষ্ঠানের কর্মকর,মুসলিম আইনে নারীরা তালাক-ই-তাওফিজ বা ‘অর্পিত ক্ষমতা’ বলে ডিভোর্স ফাইল করতে পারেন। কিন্তু এই অর্পিত ক্ষমতা কাবিননামায় উল্
prot_0055_03,good,1,0.7116,english,"The Muslim Personal Law (Shariat) Application Act, 1937",Application of Personal Law to Muslims,দূরসম্পর্কের এক মামাতো ভাইয়ের সঙ্গে আমার খুব ভালো সম্পর্ক ছিল। এখন সেটা ভালোবাসার রূপ নিয়েছে। আমরা দুজন দুজনকে অনেক ভালো,"মুসলিম আইনে বিয়ে একধরনের চুক্তি। এ ক্ষেত্রে ‘প্রস্তাব’ এবং ‘গ্রহণ’ প্রয়োজনীয়। দুজন পুরুষ অথবা একজন পুরুষ, দুজন নারী সাক্"
prot_0043_02,good,2,0.7173,english,"The Muslim Marriages and Divorces (Registration) Act, 1974",,আমি একজনকে খুব ভালোবাসি। আমাদের সম্পর্কের দুই বছর হয়ে গেছে। সমস্যা হলো সে বিবাহিত। আমার সঙ্গে যখন তার প্রথম পরিচয় হয় ,"মুসলিম বিবাহ ও তালাক নিবন্ধন আইন ১৯৭৪ অনুযায়ী, কোনো কাজি বা নিকাহ রেজিস্ট্রার কোনো বিবাহ অনুষ্ঠান পরিচালনা করলে তাৎক্ষণ"
prot_0058_03,good,2,0.7176,english,"The Muslim Family Laws Ordinance, 1961",Talaq,অভিভাবকেরা বাসায় কাজি ডেকে আমার বিয়ে পড়ান ২৭ বছর আগে। তখন আমরা দুজনই শিক্ষার্থী ছিলাম। লেখাপড়া শেষ করার পর থেকে এখন পর্য,"মুসলিম পারিবারিক অধ্যাদেশ, ১৯৬১ অনুযায়ী তালাক প্রদানের নির্দিষ্ট বিধিবিধান রয়েছে। তালাকের নোটিশ চেয়ারম্যানের কাছে পাঠাতে"
prot_0062_03,good,1,0.7187,mixed,"The Muslim Family Laws Ordinance, 1961",Maintenance,২০০৭ সালে আমার বিয়ে হয়। আমার স্বামী বহুজাতিক প্রতিষ্ঠানে কর্মরত। আমাদের একটি সন্তানও আছে। আমি চাকরি খুঁজছি। বিয়ের পর থেক,আপনি মুসলিম পারিবারিক আইন অধ্যাদেশের আওতায় আপনার ও আপনার সন্তানের ভরণপোষণের জন্য মামলা করতে পারেন নির্দিষ্ট কোর্ট ফি দিয়
prot_0065_01,good,1,0.7188,mixed,"পারিবারিক আদালত আইন, ২০২৩",পারিবারিক আদালতের এখতিয়ার,"১৯৯৮ সালে যখন আমি মাধ্যমিক পর্যায়ের ছাত্রী ছিলাম, তখন একটি ছেলে আমার মা-বাবাকে বুঝিয়ে আমাকে বিয়ে করে। পরে দেখি সে দুশ্চর","প্রথমত, দেনমোহরের অর্থের জন্য আপনি মুসলিম পারিবারিক আদালতে মামলা করতে পারেন। সে ক্ষেত্রে দেনমোহর ও তিন মাসের ভরণ-পোষণের "
prot_0059_05,good,2,0.7197,english,"The Muslim Family Laws Ordinance, 1961",Talaq,আমার বয়স ২৬ বছর। ২০০৪ সালে একটা ছেলের সঙ্গে আমার সম্পর্ক হয়। বিয়ের কথা বললে ছেলেটি বিভিন্ন সমস্যার কথা বলে এবং অনেক দেরি,মুসলিম আইনে তালাক দেওয়ার নির্দিষ্ট বিধিবিধান আছে। সেসব বিধান সমঝোতার মাধ্যমে তালাক দেওয়ার ক্ষেত্রেও প্রযোজ্য। তালাকের এ-
prot_0066_04,good,1,0.7215,english,"The Muslim Marriages and Divorces (Registration) Act, 1974",Registration of marriages,আমার বয়স ২৩ বছর। ছোটবেলা থেকেই আমি আমাদের গ্রামের এক মেয়েকে ভালোবাসি এবং সে-ও আমাকে ভালোবাসে। সনদপত্র অনুযায়ী তার বয়স ১৮,"আমাদের দেশে একটি ভুল ধারণা প্রচলিত আছে যে, নোটারি পাবলিকের মাধ্যমে বিয়ে সম্পন্ন হয়। কিন্তু নোটারি পাবলিকের মাধ্যমে মুসলি"
prot_0023_01,good,1,0.7225,english,"The Muslim Marriages and Divorces (Registration) Act, 1974",Registration of marriages,বিয়ের কাবিননামা না থাকলে কি স্বামীর সম্পত্তিতে স্ত্রীর উত্তাধিকার থাকে? এ ক্ষেত্রে স্বামীর মৃত্যুর পর স্ত্রী কি স্বামীর,মুসলিম আইনে বিবাহের কিছু নিয়মকানুন আছে। মুসলিম বিবাহে প্রস্তাব গ্রহণ এবং সাক্ষীর প্রয়োজনীয়তা আছে। বৈবাহিক সম্পর্ক প্র
prot_0056_04,good,1,0.7273,english,"The Muslim Family Laws Ordinance, 1961",Talaq,"আমি একজন সরকারি চাকরিজীবী। এক বছর আগে আমার এক আত্মীয়ের মেয়েকে বিয়ে করি। কিন্তু বিয়ের কয়েক সপ্তাহ পরে জানতে পারি, বিয়ের আ",মুসলিম পারিবারিক আইন অনুযায়ী আপনি আপনার স্ত্রীকে তালাক দিতে পারেন। সংশ্লিষ্ট কাজি অফিসে তালাক প্রদানের পর তালাকের কপির এ
prot_0115_03,good,3,0.7279,bengali,"পারিবারিক সহিংসতা (প্রতিরোধ ও সুরক্ষা) আইন, ২০১০",সুরক্ষা আদেশ,আমার বয়স ২৬। বিয়ে হয়েছে প্রায় তিন বছর। ভালোবেসে নিজের পছন্দে বিয়ে করি। আমার স্বামী আমার চেয়ে প্রায় ছয় বছরের বড়। তাঁকে বি,"পারিবারিক সহিংসতা (প্রতিরোধ ও সুরক্ষা) আইন ২০১০-এ আপনি আদালতে আপনার স্বামীর বিরুদ্ধে মামলা করতে পারেন। আপনার যদি মনে হয়,"
prot_0067_02,good,1,0.7288,english,"The Muslim Family Laws Ordinance, 1961",Polygamy,পারিবারিকভাবেই আমাদের বিয়ে হয়েছিল। আমার স্বামী সে সময় সরকারি কর্মকর্তা ছিলেন। আমাদের ৩২ বছরের বিবাহিত জীবন চলছে। ২০০৫ সা,"মুসলিম পারিবারিক আইন, ১৯৬১-এর ৬ ধারা অনুযায়ী দ্বিতীয় বিয়ের ক্ষেত্রে একজন পুরুষের আরবিট্রেশন কাউন্সিলের লিখিত অনুমতির প্র"
prot_0096_01,good,2,0.7291,mixed,"The Muslim Family Laws Ordinance, 1961",Talaq,আমি একজন সরকারি চাকরিজীবী। ২০১৪ সালের ফেব্রুয়ারি মাসে বিয়ে করি। বিয়ের কিছুদিন পর থেকেই আমার স্ত্রীকে কোনো কিছু দিয়ে সন্ত,আপনার স্ত্রীর সঙ্গে যেহেতু আপনার বনিবনা হচ্ছে না সে ক্ষেত্রে তালাক প্রদান করতে কোনো বাধা নেই। তালাক প্রদানের ব্যাপারে আপ
prot_0074_01,good,2,0.7318,mixed,"The Muslim Family Laws Ordinance, 1961",Talaq,আট বছর আগে আমার বিয়ে হয়। আমার পাঁচ বছরের একটি সন্তান আছে। কয়েক দিন আগে আমার স্বামী ১৬ বছরের একটি মেয়েকে নিয়ে পালিয়ে যান।,"মুসলিম পারিবারিক আইন অনুযায়ী, একজন স্বামী তালাক প্রদানের জন্য সংশ্লিষ্ট এলাকার চেয়ারম্যানকে লিখিত নোটিশ দিয়ে একটি অনুলিপ"
prot_0079_03,good,1,0.7336,mixed,"বাল্যবিবাহ নিরোধ আইন, ২০১৭",বাল্যবিবাহ করিবার শাস্তি,আমি স্নাতকোত্তর পর্যায়ে পড়ছি। আমার বয়স ২৮ বছর। কিছুদিন আগে একজনের সঙ্গে আমার সম্পর্ক হয়। তাঁর বয়স ২৪। আমরা বিয়ে করার সিদ,বাল্যবিবাহ প্রতিরোধ আইন ১৯২৯ অনুযায়ী ছোটবেলায় ছেলেটির মা-বাবা যে বিয়েটি সম্পাদন করেছিলেন তা বৈধ বিয়ে নয়। সুতরাং ছেলেটি আ
prot_0046_03,good,1,0.7367,english,"The Dissolution of Muslim Marriages Act, 1939",Grounds for decree for dissolution of marriage,২০০৬ সালে প্রেম করে একটা ছেলের সঙ্গে কোর্টে গিয়ে আমাদের বিয়ে হয়। ২০০৭ সালে ও আমাদের বাড়ি থেকে চলে যায়। গিয়ে আমার অজান্তে,"মুসলিম আইনে কোর্টের মাধ্যমে বিয়ের কোনো বিধান নেই। শরিয়ত আইন অনুযায়ী, নির্দিষ্ট সাক্ষীর উপস্থিতিতে কাজির মাধ্যমে বিয়ে সম্"
prot_0064_03,good,1,0.7377,english,"The Muslim Family Laws Ordinance, 1961",Dissolution of marriage otherwise than by talaq,পারিবারিকভাবেই ২০০৭ সালে আমাদের বিয়ে হয়। তিন লাখ টাকায় কাবিন হয় এবং পাঁচ ভরি স্বর্ণ দেওয়ার শর্ত ছিল। কিন্তু বিয়ের কিছুদি,মুসলিম আইনে মহিলারা ‘তালাক এ তাওফিজ’-এর ক্ষমতাবলে তালাক দিতে পারেন। কিন্তু এই অর্পিত ক্ষমতার কথা কাবিননামায় উল্লেখ থাকতে
ajke_0166_01,good,2,0.7405,english,"The Muslim Family Laws Ordinance, 1961",Talaq,"প্রশ্ন: আমি বাবার বাসায় থাকা অবস্থায় স্বামী আরেকটি বিয়ে করে। সে জানায়, আমাকে ডিভোর্স দিয়েছে। কিন্তু আমি আজ এক বছরেও কোনো","আপনি এক অন্যায় পরিস্থিতির মধ্য দিয়ে যাচ্ছেন। আপনার বৈবাহিক অবস্থা এখনো বৈধ। মুসলিম পারিবারিক আইন, ১৯৬১, সেকশন ৭ অনুযায়ী "
prot_0030_01,good,1,0.7425,mixed,"The Muslim Family Laws Ordinance, 1961",Talaq,আমার বয়স পঁয়তাল্লিশ বছর। বিয়ের বয়স ২৭ বছর। বিয়ের পর থেকেই স্বামীর নানা রকম অত্যাচার সহ্য করে আসছি। কখনো মুখ খুলিনি সংসার,মুসলিম আইনে তালাকের নির্দিষ্ট নিয়ম আছে এবং তালাক কার্যকর হতে ৯০ দিন সময় প্রয়োজন। স্ত্রীকে নোটিশ প্রদান না করে তালাক প্রদ
prot_0078_04,good,1,0.7459,english,"The Muslim Family Laws Ordinance, 1961",Polygamy,আমার বিয়ে হয়েছে সাত বছর হলো। একটি সন্তান আছে। বয়স পাঁচ বছর। দুই মাস হলো আমার স্বামী দ্বিতীয় বিয়ে করেছে। এখন আমার স্বামীর,"মুসলিম পারিবারিক আইন, ১৯৬১-এর ৬ ধারা অনুযায়ী দ্বিতীয় বিয়ের ক্ষেত্রে একজন পুরুষের আরবিট্রেশন কাউন্সিলের লিখিত অনুমতির প্র"
prot_0069_01,good,1,0.7515,bengali,"বাল্যবিবাহ নিরোধ আইন, ২০১৭",বাল্যবিবাহ করিবার শাস্তি,নবম শ্রেণীতে পড়ার সময় একটি ছেলের সঙ্গে প্রেমের সম্পর্কে জড়িয়ে পড়ি। সে আমাকে বিয়ের প্রস্তাব দেয়। কিন্তু আমি রাজি হইনি। আম,হলফনামার মাধ্যমে বিয়ের কোনো বিধান হিন্দু আইনে নেই। হিন্দু আইনে বিয়ের ক্ষেত্রে বিভিন্ন আনুষ্ঠানিকতার প্রয়োজন রয়েছে। সুতরা
prot_0036_05,good,1,0.7562,bengali,"বাল্যবিবাহ নিরোধ আইন, ২০১৭",সংজ্ঞা,আমি চার বছর ধরে এক মেয়েকে ভালোবাসি। সেও আমাকে ভালোবাসে। একপর্যায়ে আমার পরিবার মেয়ের বাসায় বিয়ের প্রস্তাব নিয়ে যায়। কিন্ত,নাবালিকা অর্থাৎ ১৮ বছরের কম বয়সী মেয়েকে বিয়ে করা শাস্তিযোগ্য অপরাধ। মেয়েটি সাবালিকা হওয়ার পর তার বিয়েতে আইনগত কোনো বাধা 
prot_0068_04,good,2,0.7565,bengali,"হিন্দু বিবাহ নিবন্ধন আইন, ২০১২",হিন্দু বিবাহ নিবন্ধন,আমি একটি ছেলেকে ভালোবাসতাম। সে আমার ছোটবেলার খেলার সাথি। বড় হয়ে সম্পর্ক হয়। আমি স্কুলে চাকরি করি। ভাড়া বাসায় থাকি। বাড়িও,হিন্দু আইনে নোটারি পাবলিকের মাধ্যমে বিয়ের কোনো বিধান নেই। এই আইনে বিয়ের বিভিন্ন আনুষ্ঠানিকতা সম্পন্ন করার প্রয়োজন আছে। ন
prot_0094_01,good,1,0.7566,bengali,"সাইবার সুরক্ষা আইন, ২০২৬",সাইবার স্পেসে প্রতারণার অপরাধ ও দণ্ড,সম্প্রতি ফেসবুকে প্রত্যেক বিকাশ অ্যাকাউন্টধারীর করোনাকালীন প্রণোদনা দেওয়ার ঘোষণা দেখতে পাই। আমিও প্রণোদনা পাওয়ার জন্য ওয়,অনলাইনে নানা ধরনের প্রতারক চক্র সব সময় সক্রিয় থাকে। কাজেই যাচাই না করে এ ধরনের তথ্য দেওয়া অত্যন্ত বোকামির কাজ। সব সময় এ 
prot_0077_01,good,1,0.7593,mixed,"বাল্যবিবাহ নিরোধ আইন, ২০১৭",বাল্যবিবাহ করিবার শাস্তি,আমি বিশ্ববিদ্যালয়ের শিক্ষার্থী। তিন বছর ধরে আমি একটি মেয়েকে ভালোবাসি। সেও আমাকে খুবই ভালোবাসে। সে এবার এসএসসি পরীক্ষা দি,"বাল্যবিবাহ প্রতিরোধ আইন, ১৯২৯ অনুযায়ী বাংলাদেশে ২১ বছরের নিচে কোনো ছেলের অথবা ১৮ বছরের নিচে কোনো মেয়ের বিয়ে নিষিদ্ধ এবং "
prot_0070_05,good,1,0.7643,bengali,"হিন্দু বিবাহ নিবন্ধন আইন, ২০১২",হিন্দু বিবাহ নিবন্ধন,"আমি ২০০৯ সালে একটি ছেলেকে পছন্দ করে বিয়ে করি। বিয়ে হয় একজন উকিল ও নোটারি পাবলিকের অফিসে। বিয়ের আগে সে আমাকে কথা দেয়, বিয়",হিন্দু আইনে নোটারি পাবলিকের মাধ্যমে বিবাহের কোনো বিধান নেই। এই আইনে বিবাহের বিভিন্ন আনুষ্ঠানিকতার প্রয়োজন আছে। হলফনামার 
