"qid","annotator","n_words","question_bn","paraphrase","pii_removed","notes"
"prot_0084_03","Sifat","184","আমি একজন হিন্দু। আমার দাদুর (মায়ের বাবা) তিন মেয়ে, কোনো ছেলে নেই। প্রথম মেয়ে দুই ছেলের মধ্যে বড় ছেলে ১৯৭২ সাল থেকে ভারতবাসী। ছোট ছেলে বাংলাদেশে আছেন। দ্বিতীয় মেয়ের দুই ছেলেসহ প্রত্যেকে অভিবাসন করে ভারতে বসবাস করছেন। ছোট মেয়ের একমাত্র ছেলে আমি। দাদু মারা যাওয়ার আগে, আমার মায়ের বিয়েরও আগে তাঁর বড় মেয়ে মারা যান। আমার মা দাদুর পরিবারের ভরণপোষণের দায়িত্ব নেন। তাই দাদু তাঁর সব সম্পত্তি ১৯৬৫ সালে আমার মায়ের নামে ইউপি চেয়ারম্যান ও স্থানীয় মাতব্বরদের সইসহ দানপত্র করে যান। কিন্তু দানপত্র রেজিস্ট্রি করা নয়। তত্কালীন চেয়ারম্যান মারা গেছেন। কিন্তু মাতব্বরদের একজন জীবিত এবং তাঁর স্বাক্ষর আছে। দানপত্রের দুটি জমি ছাড়া সব জমিই মায়ের নামে খারিজ করা হয়। দাদুর মৃত্যুর পর থেকে সব জমি আমরাই ভোগদখল করছি। কয়েক মাস আগে মা মারা যাওয়ার পর থেকে ওই বড় মেয়ের ছোট ছেলে সব জমির অর্ধেক দাবি করছে। আমি মানবিক কারণে কিছু টাকা দিতে চাই। কিন্তু সে রাজি নয় এবং জোর করে দখলে নেওয়ার হুমকি দিচ্ছে। আবার মামলা করারও হুমকি দিচ্ছে। আইনত সে কি জমি পাবে? পেলে কত ভাগ পাবে? যদি না পায় তবে সে ক্ষেত্রে আমার করণীয় কী? তবে মামলায় জড়ানোর তেমন ইচ্ছা নেই আমার","আমি হিন্দু। আমার দাদুর (মায়ের বাবা) তিন মেয়ে, কোনো ছেলে নেই। বড় মেয়ের দুই ছেলের মধ্যে বড়জন ১৯৭২ সাল থেকে ভারতে থাকেন, ছোটজন বাংলাদেশে। মেজো মেয়ে তাঁর দুই ছেলেসহ সবাই ভারতে চলে গিয়ে সেখানেই থাকছেন। ছোট মেয়ের একমাত্র ছেলে আমি। দাদু মারা যাওয়ার আগে, এমনকি আমার মায়ের বিয়েরও আগে, তাঁর বড় মেয়ে মারা যান। দাদুর পরিবারের খরচ চালানোর দায়িত্ব নেন আমার মা। সে জন্য ১৯৬৫ সালে দাদু তাঁর সব সম্পত্তি ইউপি চেয়ারম্যান আর স্থানীয় মাতব্বরদের সই রেখে আমার মায়ের নামে দানপত্র করে দেন। তবে দানপত্রটা রেজিস্ট্রি করা হয়নি। তখনকার চেয়ারম্যান মারা গেছেন, তবে সই করা মাতব্বরদের একজন এখনো বেঁচে আছেন। দানপত্রের দুটি জমি বাদে বাকি সব জমি মায়ের নামে খারিজ হয়েছে। দাদুর মৃত্যুর পর থেকে সব জমি আমরাই ভোগদখল করে আসছি। কয়েক মাস আগে মা মারা যাওয়ার পর থেকে ওই বড় মেয়ের ছোট ছেলে সব জমির অর্ধেক দাবি করছেন। মানবিক কারণে আমি তাঁকে কিছু টাকা দিতে চাই, কিন্তু তিনি রাজি নন; জোর করে দখল নেওয়ার আর মামলা করার হুমকিও দিচ্ছেন। আইনত তিনি কি জমি পাবেন? পেলে কত ভাগ পাবেন? আর না পেলে আমার কী করা উচিত? তবে মামলা-মোকদ্দমায় জড়ানোর তেমন ইচ্ছে আমার নেই।","no",""
"prot_0085_02","Sifat","216","আমার ছোট ভাই স্নাতক দ্বিতীয় বর্ষে পড়ত। প্রায় দুই বছর হলো সে সিঙ্গাপুরে আছে। সিঙ্গাপুর যাওয়ার দুই মাস পর আমরা জানতে পারি, সে দেশে থাকতে একটি মেয়েকে পছন্দ করত। তখন থেকে আমরা তাকে বোঝানোর চেষ্টা করি। কিন্তু সে অন্য পথে যায়। ফোন করে অন্য একজনের কাছে। দুজন লোক মেয়েটিকে পাইয়ে দেওয়ার আশ্বাস দেয়। বিনিময়ে তারা টাকা নিচ্ছে আমার ছোট ভাইয়ের কাছ থেকে। এখন সমস্যা হচ্ছে, সে বাড়িতে ফোন করে উল্টাপাল্টা কথা বলে। মেয়েকে ফোনে বিয়ে করতে চায়। আরও বলে, এই মেয়েকে না পেলে কোনো টাকাও দেবে না, মরে যাওয়ার ভয়ও দেখাচ্ছে। আমার আরেকটি ছোট ভাই ও ভাতিজা রয়েছে সিঙ্গাপুরে। তারা বলছে, ওকে দেখে ভারসাম্যহীন মনে হচ্ছে। ওর পছন্দের মেয়েটি নিতান্ত গরিব ঘরের। সে একসময় আমাদের বাসায় কাজ করত। এখন সে ঢাকায় একটি বাসায় কাজ করে। তাকে দুটি মোবাইল ফোনসেটও কিনে দিয়েছে আমার ছোট ভাই। একটি মেয়ের মা, অন্যটি মেয়ে ব্যবহার করে। মেয়েটি দেখতে ভালো নয়। তাদের পরিবারের সদস্যদের সম্পর্কে সবার ধারণাও ভালো না। মেয়েটির বাবা অনেক আগেই ওদের ফেলে চলে গেছে। এসব কারণে এ সম্পর্ক মেনে নেওয়া আমাদের পক্ষে সম্ভব নয়। মেয়েটির সঙ্গে আমার ছোট ভাইয়ের কোনো শারীরিক সম্পর্ক হয়নি। কারণ, সে বিদেশ যাওয়ার সময় মেয়েটির বয়স কম ছিল। দুই মাস পর ভাই দেশে ফিরবে। আমার বাবা একজন সহজ-সরল মানুষ। তিনি বলছেন, এই মেয়েকে বিয়ে করলে তিনি আত্মহত্যা করবেন। এ সমস্যা থেকে মুক্তির পথ আছে কি?","আমার ছোট ভাই স্নাতক দ্বিতীয় বর্ষে পড়ত, প্রায় দুই বছর হলো সিঙ্গাপুরে আছে। সিঙ্গাপুর যাওয়ার দুই মাস পর আমরা জানতে পারি, দেশে থাকতে সে একটা মেয়েকে পছন্দ করত। তখন থেকেই আমরা ওকে বোঝানোর চেষ্টা করছি, কিন্তু সে উল্টো পথে হাঁটছে। অন্য একজনকে ফোন করে; দুজন লোক মেয়েটাকে পাইয়ে দেওয়ার আশ্বাস দিয়ে বিনিময়ে ভাইয়ের কাছ থেকে টাকা নিচ্ছে। এখন সমস্যা হলো, সে বাড়িতে ফোন করে আবোলতাবোল কথা বলে, ফোনেই মেয়েটাকে বিয়ে করতে চায়। বলে, এই মেয়েকে না পেলে কোনো টাকাও দেবে না, মরে যাওয়ার ভয়ও দেখায়। সিঙ্গাপুরে আমার আরেক ছোট ভাই আর এক ভাতিজাও আছে; ওরা বলছে, ওকে দেখে মানসিক ভারসাম্যহীন মনে হচ্ছে। ওর পছন্দের মেয়েটা খুবই গরিব ঘরের, একসময় আমাদের বাসায় কাজ করত, এখন ঢাকায় অন্য একটা বাসায় কাজ করে। ছোট ভাই ওকে দুটো মোবাইল ফোনও কিনে দিয়েছে—একটা মেয়েটার মা চালায়, আরেকটা মেয়েটা নিজে। মেয়েটা দেখতেও ভালো না, আর ওদের পরিবারের লোকজন সম্পর্কেও কারও ধারণা ভালো না। মেয়েটার বাবা অনেক আগেই ওদের ফেলে চলে গেছে। এসব কারণে এই সম্পর্ক মেনে নেওয়া আমাদের পক্ষে অসম্ভব। মেয়েটার সঙ্গে ভাইয়ের কোনো শারীরিক সম্পর্ক হয়নি, কারণ ভাই যখন বিদেশে যায় তখন মেয়েটার বয়স কম ছিল। দুই মাস পর ভাই দেশে ফিরবে। আমার বাবা খুব সহজ-সরল মানুষ; তিনি বলছেন, ভাই এই মেয়েকে বিয়ে করলে তিনি আত্মহত্যা করবেন। এই ঝামেলা থেকে বের হওয়ার কি কোনো উপায় আছে?","no",""
"prot_0086_03","Sifat","83","২০০১ সালে আমি সরকারি চাকরিজীবী তালাকপ্রাপ্ত একজন মহিলাকে রেজিস্ট্রির মাধ্যমে বিয়ে করি। আমাদের বিবাহিত জীবনে কোনো সন্তান হয়নি। স্ত্রীর আগের স্বামীর ঘরে এক মেয়ে আছে এবং ওই মেয়ের বাবা অর্থাত্ আমার স্ত্রীর আগের স্বামী জীবিত। তার মেয়েটি বিবাহিত ও দুই সন্তানের জননী। গত বছর আমার স্ত্রী অসুস্থজনিত কারণে মারা যান। মারা যাওয়ার তিন/চার মাস আগেই আমার অজান্তে তার গ্রাচুইটি, পেনশন, ডিপিএস ও স্থাবর-অস্থাবর সম্পত্তি নমিনি হিসেবে তার মেয়েকে নির্ধারণ করে যান। আমি বেঁচে থাকা অবস্থায় এই নমিনি আইনগতভাবে কতটুকু কার্যকর? নূরুল ইসলাম ময়মনসিংহ","২০০১ সালে আমি সরকারি চাকরি করা এক তালাকপ্রাপ্ত মহিলাকে রেজিস্ট্রি করে বিয়ে করি। আমাদের বিবাহিত জীবনে কোনো সন্তান হয়নি। আগের স্বামীর ঘরে আমার স্ত্রীর একটা মেয়ে আছে, আর সেই মেয়ের বাবা, মানে আমার স্ত্রীর আগের স্বামী, এখনো বেঁচে আছেন। মেয়েটি বিবাহিত, দুই সন্তানের মা। গত বছর অসুস্থ হয়ে আমার স্ত্রী মারা যান। মারা যাওয়ার তিন-চার মাস আগে আমাকে না জানিয়ে তিনি তাঁর গ্র্যাচুইটি, পেনশন, ডিপিএস আর স্থাবর-অস্থাবর সম্পত্তিতে নমিনি হিসেবে তাঁর মেয়েকে ঠিক করে যান। আমি বেঁচে থাকতে এই নমিনি আইনের চোখে কতটা কার্যকর?","yes","Removed signature (name, district)."
"prot_0087_03","Sifat","124","কয়েক মাস আগে আমি ভোটার পরিচয়পত্র হারিয়ে ফেলি। এ নিয়ে খুব চিন্তায় ছিলাম। কয়েকদিন পর জানতে পারলাম, এক বন্ধু সেটি খুঁজে পেয়েছে। শুনে নিশ্চিন্ত হলাম। কিন্তু তার কাছে পরিচয়পত্রটি চাইলে তা দিতে সে অস্বীকার করে। জানায় টাকা না দিলে সে কার্ডটি ফেরত দেবে না। ভেবেছিলাম সে বোধহয় মজা করছে। তিন হাজার ৫০০ টাকা ছাড়া পরিচয়পত্রটি দেবে না বলে জানায়। এমনকি নানা ভয়ও দেখায়। এ ঘটনায় আমাদের বন্ধুত্ব নষ্ট হয়ে গেল। এখন আমি তার বিরুদ্ধে থানায় সাধারণ ডায়েরি (জিডি) করতে চাই। এ জন্য পুলিশ আমার কাছ থেকে কী কী তথ্য চাইবে। আর জিডি করার পর আমার বন্ধুটি যদি জানতে পারে বা জানার পর সে যদি আমার বিরুদ্ধে উল্টো আইনানুগ ব্যবস্থা নিতে চায়, তাহলে সেটা কীভাবে মোকাবিলা করা সম্ভব? আমার পরিচয়পত্রটি আমি কীভাবে উদ্ধার করতে পারি—জানাবেন","কয়েক মাস আগে আমার ভোটার আইডি কার্ড হারিয়ে যায়, এ নিয়ে খুব দুশ্চিন্তায় ছিলাম। কয়েক দিন পর জানলাম, আমার এক বন্ধু সেটা খুঁজে পেয়েছে। শুনে স্বস্তি পেলাম। কিন্তু ওর কাছে কার্ডটা চাইতেই সে দিতে অস্বীকার করে, বলে টাকা না দিলে ফেরত দেবে না। প্রথমে ভেবেছিলাম মজা করছে। কিন্তু সে জানিয়ে দেয়, তিন হাজার ৫০০ টাকা না দিলে কার্ড দেবে না, নানা রকম ভয়ও দেখায়। এই ঘটনায় আমাদের বন্ধুত্বটাই নষ্ট হয়ে গেল। এখন আমি ওর বিরুদ্ধে থানায় একটা সাধারণ ডায়েরি (জিডি) করতে চাই। এর জন্য পুলিশ আমার কাছে কী কী তথ্য চাইবে? আর জিডির কথা বন্ধুটা জেনে গেলে, বা জানার পর যদি উল্টো আমার বিরুদ্ধে আইনি ব্যবস্থা নিতে চায়, সেটা কীভাবে সামলাব? আমার আইডি কার্ডটা কীভাবে ফেরত পেতে পারি—জানালে উপকার হবে।","no",""
"prot_0088_03","Sifat","132","আমার বয়স ২৫। আমি স্নাতক (সম্মান) দ্বিতীয় বর্ষে পড়ি। চার বছর ধরে একটি মেয়ের সঙ্গে আমার সম্পর্ক। তার বয়স ১৮। গত ৭ জুলাই আমরা কোর্ট ম্যারেজ করে ফেলি। সবার অজান্তে আমি রাতে বাসায় গিয়ে ওর সঙ্গে শারীরিকভাবে মিলিত হতাম। হঠাত্ এক রাতে ওর মায়ের চোখে ধরা পড়ে গেলাম। তখন আমাদের বিয়ের ব্যাপারটি জানাজানি হয়ে যায়। মেয়েটি দশম শ্রেণীতে পড়ত। ঘটনা জানার পর তার স্কুলে যাওয়া বন্ধ। আমি খবর পেয়েছি, তার বাবা ও ভাই তাকে অনেক অত্যাচার করছে। আমাকে প্রাণনাশের হুমকি দিচ্ছে। এখন ভয়ে আমি দিন কাটাচ্ছি। আমাকে তালাক দিতে বাধ্য করবে বলে শুনছি। এখন আমি তার সঙ্গে যোগাযোগ করতে পারছি না। সে অন্তঃসত্ত্বা কি না তাও জানি না। যদি অন্তঃসত্ত্বা হয়ে থাকে, আমি কী করতে পারি? আমি তাকে ছাড়া বাঁচব না। আমি কীভাবে তাকে নিয়ে সংসার করতে পারি সে ব্যাপারে পরামর্শ চাই","আমার বয়স ২৫, স্নাতক (সম্মান) দ্বিতীয় বর্ষে পড়ি। চার বছর ধরে একটা মেয়ের সঙ্গে সম্পর্ক, ওর বয়স ১৮। গত ৭ জুলাই আমরা কোর্ট ম্যারেজ করে ফেলি। সবাইকে লুকিয়ে রাতে ওদের বাসায় গিয়ে ওর সঙ্গে শারীরিকভাবে মিলিত হতাম। হঠাৎ এক রাতে ওর মায়ের কাছে ধরা পড়ে যাই, তখন আমাদের বিয়ের কথা জানাজানি হয়ে যায়। মেয়েটি দশম শ্রেণিতে পড়ত; ঘটনা জানাজানির পর থেকে ওর স্কুলে যাওয়া বন্ধ। খবর পেয়েছি, ওর বাবা আর ভাই ওর ওপর খুব অত্যাচার করছে, আর আমাকে মেরে ফেলার হুমকি দিচ্ছে। এখন ভয়ে ভয়ে দিন কাটাচ্ছি। শুনছি, আমাকে তালাক দিতে ওকে বাধ্য করবে। এখন ওর সঙ্গে কোনো যোগাযোগই করতে পারছি না, ও অন্তঃসত্ত্বা কি না তা-ও জানি না। যদি অন্তঃসত্ত্বা হয়ে থাকে, তাহলে আমি কী করতে পারি? ওকে ছাড়া আমি বাঁচব না। কীভাবে ওকে নিয়ে সংসার করতে পারি, সে ব্যাপারে পরামর্শ চাই।","no",""
"prot_0091_04","Sifat","180","আমার বয়স যখন মাত্র নয় মাস, তখনই আমার বাবার বিভিন্ন অসত্সঙ্গের কারণে আমার মাকে তালাক দেন। তাই আজ পর্যন্ত বাবার আদর কী জিনিস তা আমি জানি না। পরে আমার বাবা আবারও বিয়ে করেন এবং ওই সংসারে এখন তাঁর তিন ছেলে ও এক মেয়ে রয়েছে। আজ পর্যন্ত আমি নানাবাড়িতেই আছি। আমার বয়স এখন ৩০ বছর। আমি বিবাহিত ও তিন বছরের একটি ছেলে আছে। আমি ছোটখাটো একজন স্বর্ণকার এবং বাবার সম্পত্তি থাকার পরও ভোগ করতে না পারার কারণে আর্থিক সংকটে ভুগছি। আমার বাবা বর্তমানে জীবিত। তিন-চার বিঘা জমি ও ভিটেবাড়ি আছে। বাবা আমাকে বলেছেন, আমি যদি স্ত্রী-সন্তানসহ তাঁর কাছে এখনো ফিরে যাই, তাহলে আমাকে তাঁর সম্পত্তির ভাগসহ বাড়ি বানিয়ে দেবেন। তিনি আমাকে খুব ভালোবাসেন, কিন্তু আমার মায়ের সঙ্গে অন্যায় আচরণের কারণে বর্তমানে তাঁর সঙ্গে আমার ভালো সম্পর্ক নেই। যখন আমি বুঝতে শিখেছি, তখন থেকেই বাবার প্রতি আমার একটা ঘৃণাবোধ কাজ করে। তাই আমি শেষ পর্যন্ত আমার নানাবাড়িতেই থাকতে চাই।আমি বাবার সম্পত্তির ভাগ চাই; কিন্তু তাঁর কাছে যেতে চাই না। এ অবস্থায় আমি কি বাবার সম্পত্তির ভাগ পাব না? তিনি যদি আমাকে ত্যাজ্যপুত্র ঘোষণা করেন, তাহলে সম্পত্তির ভাগ পাওয়ার উপায় কী?মো. মাহাবুবার রহমানদিনাজপুর","আমার বয়স যখন মাত্র নয় মাস, তখনই বাবা নানা খারাপ সঙ্গে জড়িয়ে পড়ে মাকে তালাক দেন। তাই বাবার আদর কাকে বলে, আজও জানি না। পরে বাবা আবার বিয়ে করেন; সেই সংসারে এখন তাঁর তিন ছেলে আর এক মেয়ে। আমি আজ পর্যন্ত নানাবাড়িতেই থাকি। এখন আমার বয়স ৩০, বিয়ে করেছি, তিন বছরের একটা ছেলে আছে। আমি ছোটখাটো একজন স্বর্ণকার; বাবার সম্পত্তি থাকা সত্ত্বেও ভোগ করতে না পারায় টাকার টানাটানিতে আছি। বাবা এখনো বেঁচে আছেন, তাঁর তিন-চার বিঘা জমি আর ভিটেবাড়ি আছে। বাবা বলেছেন, আমি যদি এখনো বউ-বাচ্চা নিয়ে তাঁর কাছে ফিরে যাই, তাহলে সম্পত্তির ভাগ তো দেবেনই, বাড়িও বানিয়ে দেবেন। তিনি আমাকে খুব ভালোবাসেন, কিন্তু মায়ের সঙ্গে অন্যায় করার কারণে এখন তাঁর সঙ্গে আমার সম্পর্ক ভালো না। বুঝতে শেখার পর থেকেই বাবার প্রতি একটা ঘৃণা কাজ করে, তাই শেষ পর্যন্ত নানাবাড়িতেই থাকতে চাই। আমি বাবার সম্পত্তির ভাগ চাই, কিন্তু তাঁর কাছে যেতে চাই না। এ অবস্থায় কি আমি বাবার সম্পত্তির ভাগ পাব না? আর তিনি যদি আমাকে ত্যাজ্যপুত্র ঘোষণা করেন, তাহলে ভাগ পাওয়ার উপায় কী?","yes","Removed signature (name, district)."
"prot_0093_01","Sifat","38","বিবাহিত জীবনে আমাদের কোনো সন্তান নেই। তাঁর সঙ্গে আমি আর সংসার করতে চাচ্ছি না। তিনিও আমার সঙ্গে থাকতে চাচ্ছেন না। কিন্তু আমাদের ধর্মমতে বিবাহবিচ্ছেদের কোনো বিধান নেই বলে জানি। এ বিষয়ে আমরা কী ধরনের আইনি পদক্ষেপ নিতে পারি?","আমাদের সংসারে কোনো সন্তান নেই। ওনার সঙ্গে আমি আর ঘর করতে চাই না, উনিও আমার সঙ্গে থাকতে রাজি নন। কিন্তু আমার জানামতে, আমাদের ধর্মে ডিভোর্সের কোনো ব্যবস্থা নেই। তাহলে আইনের দিক থেকে আমরা কী করতে পারি?","no",""
"prot_0100_01","Sifat","29","যেকোনো আইনি সমস্যা ও প্রশ্ন থাকলে লিখুন। বিজ্ঞ আইনজীবীরা পরামর্শ দেবেন। ঠিকানা: আইন অধিকার, প্রথম আলো, ১০০ কাজী নজরুল ইসলাম এভিনিউ, কারওয়ান বাজার, ঢাকা-১২১৫। ্পিত সম্পত্তির মালিক হবেন কে?","আইনি যেকোনো সমস্যা বা প্রশ্ন থাকলে লিখে পাঠান, অভিজ্ঞ আইনজীবীরা পরামর্শ দেবেন। ঠিকানা: পত্রিকার আইন বিষয়ক পাতার দপ্তর। অর্পিত সম্পত্তির মালিক কে হবেন?","yes","Broken text: newspaper boilerplate (call for letters with the paper's postal address, generalised) glued before a truncated question fragment about who owns vested property."
"prot_0100_07","Sifat","8","৫. এবং ওই অর্পিত সম্পত্তির মালিক হবেন কে?","৫. আর ওই অর্পিত সম্পত্তির মালিক শেষ পর্যন্ত কে হবেন?","no","Numbered follow-up fragment from a multi-question letter."
"prot_0103_03","Sifat","12","আর তালাকের পর আমার সন্তানের ভরণপোষণ ও দেনমোহরের টাকা কি পাব আমি?","আর তালাক হয়ে গেলে কি আমি বাচ্চার ভরণপোষণের খরচ আর দেনমোহরের টাকা পাব?","no","Short follow-up fragment; context in an earlier part of the letter."
"prot_0104_04","Sifat","89","ভারতীয় নাগরিকদের সম্পত্তি অর্পিত সম্পত্তির তালিকাভুক্ত হয়েছে। সুতরাং তাঁদের পুত্র, সন্তান বা নাতি পুতি তাঁরাও যদি ভারতীয় নাগরিক হন তালিকাভুক্ত অর্পিত সম্পত্তির উত্তরাধিকার তাঁরা দাবি করতে পারবেন না। শুধু বাংলাদেশি নাগরিকেরা তাঁরা যদি দূরবর্তী উত্তরাধিকারীও হন, শুধু তাঁদের জন্যই অর্পিত সম্পত্তি প্রত্যর্পণ আইন প্রযোজ্য হবে। ৫. বর্তমানে ওই সম্পত্তি ভোগদখলকারী ব্যক্তি আমার জানামতে বন্দোবস্ত এনেছিলেন বা সেই বন্দোবস্ত এখনো হয়তো চলমান আছে (আমি নিশ্চিত নই)। সেই সুযোগ নিয়ে দখলকারী ব্যক্তি এই সম্পত্তির ওপর ট্রাইব্যুনালে দাবি পেশসহ জাল দলিল, বন্দোবস্তের কাগজ, স্মরণলিপি দাখিল করলে তা এই ট্রাইব্যুনালে কতটুকু গৃহীত হবে?","ভারতীয় নাগরিকদের সম্পত্তি অর্পিত সম্পত্তির তালিকায় উঠেছে। কাজেই তাঁদের ছেলেমেয়ে বা নাতি-পুতিরাও যদি ভারতীয় নাগরিক হন, তাহলে তালিকাভুক্ত অর্পিত সম্পত্তির উত্তরাধিকার তাঁরা দাবি করতে পারবেন না। দূরসম্পর্কের উত্তরাধিকারী হলেও কেবল বাংলাদেশি নাগরিকদের ক্ষেত্রেই অর্পিত সম্পত্তি প্রত্যর্পণ আইন খাটবে। ৫. আমি যত দূর জানি, এখন যিনি ওই সম্পত্তি ভোগদখল করছেন তিনি একসময় বন্দোবস্ত নিয়েছিলেন, আর সেই বন্দোবস্ত হয়তো এখনো চালু আছে (নিশ্চিত নই)। এই সুযোগে দখলদার যদি ট্রাইব্যুনালে দাবি জানিয়ে জাল দলিল, বন্দোবস্তের কাগজ আর স্মরণলিপি জমা দেন, তাহলে ট্রাইব্যুনাল সেগুলো কতটা গ্রহণ করবে?","no","Starts with the columnist's reply to an earlier item; the actual question is item 5 at the end."
"prot_0106_02","Sifat","61","ওই আইনজীবী আমার মায়ের কাছ থেকে কিংবা হাউস বিল্ডিং কর্তৃপক্ষের কাছ থেকে কোনো প্রকার দলিল বা কাগজ বুঝে নেননি। কিন্তু সেই জমিতে তিনি বসবাস করছেন। উল্লেখ্য, সেই চার শতাংশ জমির সঙ্গে এখনো আট শতাংশ জমি আমাদের নামে। যেখানে আমরা বাস করছি। এ অবস্থায় আমরা কি হাউস বিল্ডিংয়ের ঋণের টাকা এবং ওই লোকের বায়নার টাকা পরিশোধ করে সেই জায়গা ফেরত পেতে পারি?","ওই আইনজীবী আমার মা বা হাউস বিল্ডিং কর্তৃপক্ষ—কারও কাছ থেকেই কোনো দলিল বা কাগজপত্র বুঝে নেননি, অথচ ওই জমিতে তিনি থাকছেন। বলে রাখি, ওই চার শতাংশের সঙ্গে আরও আট শতাংশ জমি এখনো আমাদের নামে আছে, সেখানেই আমরা থাকি। এ অবস্থায় হাউস বিল্ডিংয়ের ঋণের টাকা আর ওই লোকের দেওয়া বায়নার টাকা শোধ করে দিলে কি আমরা জায়গাটা ফেরত পেতে পারি?","no","Text starts mid-story; the earlier part of the letter is not included."
"prot_0107_06","Sifat","45","৩. সমাজের কিছু ব্যক্তি বলে থাকে, ১৪-১৫ বছর ধরে কোনো মামলার আসামি যদি পলাতক থাকে, তার আর কোনো ভয় নেই। সে দেশে এসে নির্ভয়ে স্বাভাবিক জীবন যাপন করতে পারবে। তাদের ধারণা, মামলার বয়স বেশি হলে মামলাটি আপনা-আপনি ফাইলবন্দী হয়ে খারিজ হয়ে যায়। কথাটি কি ঠিক?","৩. সমাজের কেউ কেউ বলে, কোনো মামলার আসামি যদি ১৪-১৫ বছর পালিয়ে থাকে, তাহলে তার আর কোনো ভয় থাকে না; দেশে ফিরে নিশ্চিন্তে স্বাভাবিক জীবন কাটাতে পারে। ওদের ধারণা, মামলা পুরোনো হয়ে গেলে সেটা নিজে থেকেই ফাইলচাপা পড়ে খারিজ হয়ে যায়। কথাটা কি সত্যি?","no","Numbered follow-up item from a multi-question letter."
"prot_0109_04","Sifat","45","বাংলাদেশ রেলওয়ের পক্ষে পূর্বাঞ্চল জোনের জিএম (জেনারেল ম্যানেজার) স্বাক্ষর করেন। প্রতিশ্রুতি ও আনুষঙ্গিক বিষয়সমূহ তৎকালীন সব দৈনিক পত্রিকায় প্রকাশিত হয়। সেই সময় আমি একজন স্কুলবালক ছিলাম। তাই এ ব্যাপারে কী করণীয় তা ঠিক করতে পারিনি। এই মুহূর্তে প্রাপ্য দাবি আদায়ে আমি কী পদক্ষেপ নিতে পারি?","বাংলাদেশ রেলওয়ের পক্ষ থেকে পূর্বাঞ্চলের জিএম (জেনারেল ম্যানেজার) তাতে সই করেছিলেন। সেই প্রতিশ্রুতি আর সংশ্লিষ্ট বিষয়গুলো তখনকার সব দৈনিক পত্রিকায় ছাপা হয়েছিল। তখন আমি স্কুলে পড়া ছোট ছেলে, তাই কী করা উচিত বুঝে উঠতে পারিনি। এখন আমার পাওনা আদায়ের জন্য কী পদক্ষেপ নিতে পারি?","no","Text starts mid-story; the earlier part (what was promised) is not included."
"prot_0111_04","Sifat","75","আমি প্রায় তিন মাস বাংলাদেশে অবস্থান করব। চুক্তিতে উল্লেখ থাকা সত্ত্বেও তারা আমাকে এক বছরের মধ্যে কোনো ভাড়া দেয়নি। উপরন্তু, পানি, গ্যাস, বিদ্যুতের জন্য চুক্তিতে উল্লেখিত দুই লাখ টাকা দেওয়া সত্ত্বেও ডেভেলপার প্রায় এক সপ্তাহ আগে অবৈধভাবে বিল্ডিংয়ে গ্যাসের সংযোগ দেয়। আমি গ্যাসের ডিমান্ড নোট চাইলে আমার অংশের গ্যাস-সংযোগ বিচ্ছিন্ন করার হুমকি দেয় এবং বিদ্যুতের সোলার সিস্টেমের জন্য আমার কাছে আরও অর্থ দাবি করে। চুক্তিতে উল্লেখ না থাকা সত্ত্বেও আমি কি এই টাকা দিতে বাধ্য?","আমি মোটামুটি তিন মাস বাংলাদেশে থাকব। চুক্তিতে লেখা থাকলেও এক বছরে ওরা আমাকে কোনো ভাড়াই দেয়নি। তার ওপর পানি, গ্যাস আর বিদ্যুতের জন্য চুক্তিতে যে দুই লাখ টাকার কথা ছিল, সেটা দেওয়ার পরও ডেভেলপার সপ্তাহখানেক আগে বিল্ডিংয়ে অবৈধভাবে গ্যাসের লাইন দিয়েছে। আমি গ্যাসের ডিমান্ড নোট দেখতে চাইলে আমার অংশের গ্যাস লাইন কেটে দেওয়ার হুমকি দেয়, আর বিদ্যুতের সোলার সিস্টেমের জন্য আমার কাছে আরও টাকা চায়। চুক্তিতে এর কোনো উল্লেখ না থাকলেও কি এই টাকা দিতে আমি বাধ্য?","no","Text starts mid-story; the earlier part describing the developer agreement is not included."
