qid,annotator,n_words,question_bn,paraphrase,pii_removed,notes,merged_from
ajke_0193_01,Iftiaq,45,আমরা তখন ছোট ছিলাম। তাই বাবা মারা যাওয়ার আগে প্রথম সংসারের বড় ছেলেকে বলে যান আমাদের দেখাশোনা করতে। তখন থেকে তিনি আমাদের খোঁজখবর রাখতেন। চাচাদের সঙ্গে কথা বলার পর ওই পক্ষের দুই ভাই আমাদের সম্পত্তির ভাগ দিতে নারাজ। আমরা এখন কীভাবে আইনি সহায়তা পেতে পারি?,"তখন আমরা ছোট ছিলাম, তাই মারা যাওয়ার আগে বাবা তাঁর প্রথম সংসারের বড় ছেলেকে বলে গিয়েছিলেন আমাদের দেখেশুনে রাখতে। সেই থেকে তিনিই আমাদের খোঁজখবর রাখতেন। কিন্তু চাচাদের সঙ্গে কথা বলার পর ওই ঘরের দুই ভাই এখন আমাদের সম্পত্তির ভাগ দিতে রাজি হচ্ছেন না। এখন আমরা কীভাবে আইনি সাহায্য পেতে পারি?",no,Text starts mid-story; the earlier part of the letter is not included.,Sifat
ajke_0201_01,Iftiaq,44,"এরই পরিপ্রেক্ষিতে কিছুদিন আগে এক বান্ধবীর বাড়িতে গিয়ে উঠেছিলাম। আমার মা-বাবা পুলিশ সঙ্গে করে সেখান থেকে আমাকে বাসায় নিয়ে এসেছেন। তারপর থেকে তাঁরা নানাভাবে শারীরিক-মানসিক নির্যাতন করে যাচ্ছেন। আমি এখান থেকে বের হতে চাই। এমন কোনো আইনি ব্যবস্থা আছে কি, যাতে আলাদা থাকতে পারব?","এর জেরেই কিছুদিন আগে আমি এক বান্ধবীর বাসায় গিয়ে উঠেছিলাম। বাবা-মা পুলিশ নিয়ে গিয়ে সেখান থেকে আমাকে বাসায় ফিরিয়ে এনেছেন। তারপর থেকে নানাভাবে আমার ওপর শারীরিক আর মানসিক নির্যাতন চালাচ্ছেন। আমি এখান থেকে বেরিয়ে যেতে চাই। এমন কোনো আইনি উপায় কি আছে, যাতে আমি আলাদা থাকতে পারি?",no,Text starts mid-story; the earlier part of the letter is not included.,Sifat
dail_0613_02,Iftiaq,41,"The points that I ponder as follows: If Banks are not exempted from the Labor Act 2006 and its subsequent amendments and everyone [except mentioned in the amended regulation] is eligible, then why private and foreign banks have not declared WPPF?","Here is what puzzles me: if banks are not excluded from the Labour Act 2006 and its later amendments, and everyone (apart from those listed in the amended rules) qualifies, then why haven't private and foreign banks declared WPPF?",no,English follow-up fragment from a Daily Star query; paraphrased in English.,Sifat
dail_0631_02,Iftiaq,11,"If we do not register, will it affect our marriage anyhow?",Would not registering our marriage cause any problem for the marriage itself?,no,Short English follow-up fragment; context is in an earlier part of the query.,Sifat
lawy_0223_01,Iftiaq,10,মিথ্যা মামলাকারী বাদী ও সাক্ষীর বিরুদ্ধে কিভাবে মানহানি মামলা করবেন?,"যে বাদী আর সাক্ষীরা মিথ্যা মামলা সাজিয়েছে, তাদের বিরুদ্ধে মানহানির মামলা করবেন কীভাবে?",no,Headline-style (article title).,Sifat
lawy_0303_01,Iftiaq,11,"জমির দলিলে দাগ, খতিয়ান, মৌজা, চৌহদ্দি, নামের ভুল কিভাবে সংশোধন করবেন?","জমির দলিলে দাগ নম্বর, খতিয়ান, মৌজা, চৌহদ্দি বা নাম ভুল লেখা হলে সেটা কীভাবে ঠিক করাবেন?",no,Headline-style (article title).,Sifat
lawy_0323_01,Iftiaq,9,"মায়ের সম্পত্তিতে মেয়ে, ছেলে ও বাবার অংশ অংশ কতটুকু?","মায়ের রেখে যাওয়া সম্পত্তিতে মেয়ে, ছেলে আর বাবার ভাগ কতখানি?",no,Headline-style (article title).,Sifat
lawy_0354_01,Iftiaq,10,১৬৪ ও ২২ ধারায় জবানবন্দির কপি আসামির পেতে বাঁধা কোথায়?,আসামি ১৬৪ ও ২২ ধারায় নেওয়া জবানবন্দির কপি পেতে চাইলে বাধাটা কোথায়?,no,Headline-style (article title).,Sifat
lawy_0371_01,Iftiaq,9,"একই বিষয় নিয়ে কি একাধিক মামলা, কি বলে আইন?",একই ঘটনা নিয়ে কি একাধিক মামলা করা যায়? আইন কী বলে?,no,Headline-style (article title).,Sifat
lawy_0387_01,Iftiaq,9,স্ত্রী কর্তৃক মিথ্যা নারী নির্যাতন মামলা হলে কি করবেন!,"বউ যদি মিথ্যা নারী নির্যাতনের মামলা দেয়, তাহলে কী করবেন?",no,Headline-style (article title).,Sifat
lawy_0420_01,Iftiaq,10,তালাক হয়ে গেলে কিভাবে তালাক প্রত্যাহার ও পুনরায় সংসার গড়বেন,তালাক হয়ে যাওয়ার পর কীভাবে তা ফিরিয়ে নিয়ে আবার সংসার শুরু করবেন?,no,Headline-style (article title).,Sifat
lawy_0443_01,Iftiaq,9,ধর্ষণের ফলে জন্ম নেয়া সন্তানের ভরণপোষণ ও দায়দায়িত্ব কার?,"ধর্ষণের কারণে যে শিশুর জন্ম হয়, তার ভরণপোষণ আর দেখাশোনার দায় কার?",no,Headline-style (article title).,Sifat
lawy_0563_01,Iftiaq,8,স্বামী কি স্ত্রীর বিরুদ্ধে যৌতুকের মামলা করতে পারেন?,স্বামীর পক্ষে কি বউয়ের নামে যৌতুক-মামলা দায়ের করা সম্ভব?,no,Headline-style (article title).,Sifat
prot_0000_05,Iftiaq,79,"আমার মা ১০ বছর আগে একটা মামলার শিকার হন সিরাজগঞ্জে। আমাদের বাসা রংপুরে হওয়ায় এবং তিনি নারী বলে এত দূর নির্দিষ্ট তারিখগুলোতে যেতে পারেননি। একপর্যায়ে মামলার পরোয়ানা জারি হয়। যিনি উকিলের সহকারী ছিলেন, তিনি মোটা অঙ্কের টাকা দাবি করে মামলার কাজ করতে চান। সামর্থ্য না থাকায় আমরা তা দিতে পারিনি। ফলে আমার মা ১০ বছর ধরে পলাতক আছেন। আর সেই উকিল বা তাঁর সহকারী কোনো রকম সহযোগিতা করতে বা কাগজপত্র দিতে রাজি নয়। আমরা কী করতে পারি? আল-অয়ন রাসেল","আমার মা ১০ বছর আগে দূরের এক জেলায় একটা মামলার আসামি হন। আমাদের বাসা অন্য এক জেলায়, তার ওপর তিনি মহিলা মানুষ—তাই মামলার নির্দিষ্ট তারিখগুলোতে অত দূরে গিয়ে হাজিরা দিতে পারেননি। একসময় মামলায় পরোয়ানা জারি হয়ে যায়। উকিলের যিনি সহকারী ছিলেন, তিনি মামলা চালানোর জন্য মোটা টাকা চেয়ে বসেন। সামর্থ্য না থাকায় আমরা সেটা দিতে পারিনি। ফলে ১০ বছর ধরে আমার মা পালিয়ে বেড়াচ্ছেন। আর সেই উকিল বা তাঁর সহকারী কোনো সাহায্য করতে বা কাগজপত্র দিতে রাজি হচ্ছেন না। আমরা এখন কী করতে পারি?",yes,"Removed signature (name) and generalised the two district names (where the case is, where the family lives).",Sifat
prot_0003_01,Iftiaq,118,"ঢাকার একটি পাবলিক বিশ্ববিদ্যালয় এলাকায় বর্তমানে মুঠোফোন সেট চুরির ঘটনা অনেক বেড়ে গেছে। হলের নিজ নিজ কক্ষ থেকে মুঠোফোন সেট চুরি যাচ্ছে। ফলে ছাত্ররা অনিরাপদ বোধ করছেন। থানায় সাধারণ ডায়েরি করলেও কোনো প্রতিকার পাওয়া যায় না। মুঠোফোন সেট চুরির ঘটনাকে পুলিশ ও বিশ্ববিদ্যালয় প্রশাসন ছোটখাটো ঘটনা হিসেবে দেখে পাত্তা দিচ্ছে না। ফলে প্রতি মাসেই অসংখ্য মুঠোফোন সেট চুরির ঘটনা ঘটে। মুঠোফোন সেটে অনেক গুরুত্বপূর্ণ তথ্য থাকে, তাই এই চুরির ঘটনাকে খাটো করে না দেখে একই সঙ্গে নিম্ন ও নিম্নমধ্যবিত্ত শিক্ষার্থীদের কথা মাথায় রেখে আমরা এ বিষয়ের একটি প্রতিকার চাই। আমরা এই চুরির ঘটনায় মামলা করতে চাই। আমরা কীভাবে সরকারি উকিলের সাহায্য নিতে পারি এবং কীভাবে এ মামলা নিয়ে লড়তে পারি? পরামর্শ দিলে কৃতজ্ঞ থাকব। সাইফুল ইসলাম খান ঢাকা","ঢাকার একটা পাবলিক বিশ্ববিদ্যালয়ের এলাকায় এখন মোবাইল ফোন চুরির ঘটনা খুব বেড়ে গেছে। হলের নিজেদের রুম থেকেই ফোন চুরি হয়ে যাচ্ছে, তাই ছাত্ররা নিরাপদ বোধ করছে না। থানায় জিডি করেও কোনো লাভ হয় না। পুলিশ আর বিশ্ববিদ্যালয় কর্তৃপক্ষ মোবাইল চুরিকে ছোটখাটো ব্যাপার ভেবে গুরুত্বই দিচ্ছে না। ফলে প্রতি মাসে অনেক ফোন চুরি হচ্ছে। মোবাইলে অনেক জরুরি তথ্য থাকে, তাই এই চুরিকে হালকাভাবে না নিয়ে, সঙ্গে নিম্ন আর নিম্নমধ্যবিত্ত ছাত্রছাত্রীদের কথা ভেবে, আমরা এর একটা বিহিত চাই। এসব চুরির ঘটনায় আমরা মামলা করতে চাই। সরকারি উকিলের সাহায্য কীভাবে পেতে পারি, আর মামলাটা কীভাবে লড়তে পারি? পরামর্শ দিলে কৃতজ্ঞ থাকব।",yes,"Removed signature (name, city).",Sifat
prot_0005_03,Iftiaq,10,আমরা কীভাবে তাকে আমাদের সন্তানের মতো আমাদের সঙ্গে রাখতে পারি?,কী করলে ওকে নিজেদের সন্তানের মতো আমাদের কাছে রাখতে পারব?,no,Short follow-up fragment of the adoption letter; context in an earlier part.,Sifat
prot_0008_04,Iftiaq,55,"একদিন একপর্যায় অনেক ঝগড়া হয় এবং আমি আমার বাপের বাড়ি চলে আসি মাস খানেক আগে। আমি আলাদা থাকার সিদ্ধান্ত নিয়েছি। তাই আমার শ্বশুরবাড়ির লোকেরা এবং আমার স্বামী আমাকে হুমকি দেন—আমার ছেলেকে নিয়ে যাবেন। তাঁরা বলেন, যদি আমি আইনের আশ্রয় নিই, তাহলেও আমি আমার সন্তানকে পাঁচ বছরের বেশি কাছে রাখতে পারব না। এখন আমার করণীয় কী?","একদিন খুব ঝগড়াঝাঁটি হওয়ার পর মাসখানেক আগে আমি বাপের বাড়ি চলে আসি। আলাদা থাকার সিদ্ধান্ত নিয়েছি। এ কারণে শ্বশুরবাড়ির লোকজন আর আমার স্বামী হুমকি দিচ্ছেন যে আমার ছেলেকে নিয়ে যাবেন। তাঁরা বলছেন, আমি আইনের আশ্রয় নিলেও ছেলেকে পাঁচ বছরের বেশি নিজের কাছে রাখতে পারব না। এখন আমার কী করা উচিত?",no,Text starts mid-story; the earlier part of the letter is not included.,Sifat
prot_0009_03,Iftiaq,63,"পরে আমার স্বামী নিজ চেষ্টায় খরিদসূত্রে আরও কিছু সম্পত্তির মালিক হয়। এ অবস্থায় আমার দেবরেরা বিভিন্ন কথা লোকমুখে ছড়াতে থাকে। যেমন, আমাদের পুত্রসন্তান না থাকায় তারা সম্পত্তির ভাগ পাবে। কিন্তু পরে আমার স্বামী তার সব সম্পত্তি আমাকে ও তিন কন্যাকে রেজিস্ট্রি করে দেয়। আমার দেবর ও ননদেরা যদি আমার স্বামীর সম্পত্তির জন্য বাঁটোয়ারা মামলা করে, সে ক্ষেত্রে তারা কি সেই সম্পত্তির ভাগ পাবে?","পরে আমার স্বামী নিজের চেষ্টায় কিনে আরও কিছু সম্পত্তির মালিক হয়। এর মধ্যে আমার দেবরেরা লোকজনের কাছে নানা কথা ছড়াতে থাকে—যেমন, আমাদের কোনো ছেলে নেই, তাই সম্পত্তিতে ওরাও ভাগ পাবে। কিন্তু পরে আমার স্বামী তার সব সম্পত্তি আমার আর আমাদের তিন মেয়ের নামে রেজিস্ট্রি করে দেয়। এখন দেবর আর ননদেরা যদি স্বামীর সম্পত্তি নিয়ে বাটোয়ারা মামলা করে, তাহলে কি ওরা ওই সম্পত্তির ভাগ পাবে?",no,Text starts mid-story; the earlier part of the letter is not included.,Sifat
prot_0010_03,Iftiaq,8,বাংলাদেশে হিন্দু মেয়েদের বাবার সম্পত্তিতে অধিকার আছে কি?,বাংলাদেশে হিন্দু মেয়েরা কি বাবার সম্পত্তির ভাগ পায়?,no,Short follow-up question from a multi-part letter.,Sifat
prot_0014_01,Iftiaq,61,"আমরা দুই বোন মায়ের ৩০ ডেসিমেল জমি কিনি। এক দাগে ছিল ১৯, আরেক দাগে ছিল ১১ ডেসিমেল। আমি ১১ ডেসিমেল জমি আমার স্বামীর নামে দানপত্র করে দিই। ১০ বছর পর স্বামী আবার আমাকে ১১ ডেসিমেল ফেরত দেয়। আমি ওই ১১ ডেসিমেল বিক্রি করে দিয়েছি। আমার প্রশ্ন হলো, আমি ১১ ডেসিমেল বিক্রি করতে পারি কি না? উল্লেখ্য, স্বামীর নামে নামজারি করা আছে","আমরা দুই বোন মিলে মায়ের ৩০ ডেসিমেল জমি কিনেছিলাম—এক দাগে ১৯ আর আরেক দাগে ১১ ডেসিমেল। ১১ ডেসিমেলের অংশটা আমি দানপত্র করে স্বামীর নামে দিয়ে দিই। ১০ বছর পর স্বামী সেই ১১ ডেসিমেল আবার আমাকে ফিরিয়ে দেয়। তারপর আমি ওই ১১ ডেসিমেল বিক্রি করে দিয়েছি। আমার জানার বিষয়, ওই ১১ ডেসিমেল বিক্রি করার অধিকার কি আমার আছে? বলে রাখি, জমিটা স্বামীর নামে নামজারি করা আছে।",no,,Sifat
prot_0017_02,Iftiaq,14,"আমি ও আমার ছোট ভাই কীভাবে, কোন প্রক্রিয়ায় আইনগতভাবে বাবার সম্পদের ওয়ারিশ হতে পারি?","আমি আর আমার ছোট ভাই কোন নিয়মে, কী প্রক্রিয়ায় আইন মেনে বাবার সম্পত্তির ওয়ারিশ হতে পারি?",no,Short follow-up question from a multi-part letter.,Sifat
prot_0018_02,Iftiaq,9,আমাদের ছেলেরা কি তার নানার সম্পত্তির কোনো অংশ পাবে?,আমাদের ছেলেরা কি ওদের নানার সম্পত্তি থেকে কোনো ভাগ পাবে?,no,Short follow-up question from a multi-part letter.,Sifat
prot_0021_02,Iftiaq,69,"আপনার স্বামী তালাকের নির্দিষ্ট নিয়ম অনুযায়ী তাঁর দ্বিতীয় স্ত্রীকে তালাক দিতে পারেন। তবে আইন অনুযায়ী দ্বিতীয় স্ত্রী দেনমোহর ও নির্দিষ্ট সময়ের ভরণপোষণ পাবেন। আমাদের মা-বাবা জীবিত নেই। আমিই তাঁদের একমাত্র ছেলেসন্তান। আমার চার বোন আছেন, সবাই বিবাহিত। আমাদের সম্পত্তির পরিমাণ পৌনে দুই কাঠা (১ দশমিক ৭৫ কাঠা)। ইসলাম ধর্ম আইনে কীভাবে এই সম্পত্তি বণ্টন করার বিধান রয়েছে? ইসলামধর্মের আইনমতে, উত্তরাধিকারেরা নিজেরা আপস-মীমাংসা করলেও বোনেরা তা মানতে নারাজ, করণীয় কী?","আপনার স্বামী নিয়ম মেনে তালাকের প্রক্রিয়া অনুসরণ করে দ্বিতীয় স্ত্রীকে তালাক দিতে পারেন। তবে আইন অনুযায়ী দ্বিতীয় স্ত্রী দেনমোহর আর নির্দিষ্ট সময় পর্যন্ত ভরণপোষণ পাবেন। আমাদের বাবা-মা কেউ বেঁচে নেই। তাঁদের একমাত্র ছেলে আমি, আমার চার বোন আছেন, সবার বিয়ে হয়ে গেছে। আমাদের সম্পত্তি বলতে পৌনে দুই কাঠা (১ দশমিক ৭৫ কাঠা) জমি। ইসলামি আইনে এই সম্পত্তি কীভাবে ভাগ হওয়ার কথা? ওয়ারিশরা নিজেরা আপসে একটা ভাগাভাগি ঠিক করলেও বোনেরা সেটা মানতে চাইছেন না—এখন কী করব?",no,Starts with the columnist's reply to an earlier question; the new question begins at 'আমাদের বাবা-মা কেউ বেঁচে নেই'.,Sifat
prot_0025_05,Iftiaq,12,"মাকেও সন্তানের সান্নিধ্য থেকে বঞ্চিত করতে চাই না, এ ক্ষেত্রে কী করণীয়?",বাচ্চাকে কাছে পাওয়া থেকে মাকেও বঞ্চিত করতে চাই না—এ অবস্থায় কী করা উচিত?,no,Short follow-up fragment; context in an earlier part of the letter.,Sifat
prot_0026_04,Iftiaq,63,"১৫-১৬ বছর ধরে আমার ভাই মানসিক রোগে আক্রান্ত। সে ছয় বছর ধরে পাবনা মানসিক হাসপাতালে চিকিৎসা নিচ্ছে। সে বিবাহিত এবং তার একটি ১২ বছর বয়সী মেয়েও আছে। কিন্তু সাত বছর ধরে স্ত্রীর সঙ্গে তার কোনো দাম্পত্য সম্পর্ক নেই। আবার তাদের তালাকও হয়নি। আমি জানতে চাই, তারা কি এখনো বিবাহিত দম্পতি হিসেবে বিবেচিত হবে? তাদের বিয়েটা কি বৈধ আছে? নাম ও ঠিকানা প্রকাশে অনিচ্ছুক","১৫-১৬ বছর ধরে আমার ভাই মানসিক রোগে ভুগছে। ছয় বছর ধরে একটা সরকারি মানসিক হাসপাতালে তার চিকিৎসা চলছে। সে বিবাহিত, ১২ বছরের একটা মেয়েও আছে। কিন্তু সাত বছর ধরে বউয়ের সঙ্গে তার কোনো দাম্পত্য সম্পর্ক নেই, আবার তালাকও হয়নি। আমি জানতে চাই, ওরা কি এখনো স্বামী-স্ত্রী হিসেবে গণ্য হবে? ওদের বিয়েটা কি এখনো বৈধ আছে?",yes,Generalised the named hospital; dropped the 'name and address withheld' sign-off.,Sifat
prot_0030_01,Iftiaq,105,আমার বয়স পঁয়তাল্লিশ বছর। বিয়ের বয়স ২৭ বছর। বিয়ের পর থেকেই স্বামীর নানা রকম অত্যাচার সহ্য করে আসছি। কখনো মুখ খুলিনি সংসার ভাঙার ভয়ে। গত বছর অক্টোবর মাসে সে আমাকে মেরে বাড়ি থেকে তাড়িয়ে দেয়। আমি আমার বাবার সংসারে ফিরে আসি। এরপর এক বছরেরও বেশি সময় পার হয়ে গেছে আমার কোনো খোঁজখবর নেয়নি এবং ভরণপোষণ দেয়নি। ইতিমধ্যে শুনতে পাই সে নাকি আমাকে আদালতে তালাক দিয়েছে এবং টাকাপয়সা আদালতে জমা দিয়েছে। কিন্তু আমার হাতে কোনো কাগজপত্র আসেনি। সে অন্যত্র বিয়েও করেছে। এ মুহূর্তে আমি কী করব? আমার অজান্তে কি কোর্ট আমার টাকাপয়সা জমা রাখতে পারেন? কাবিননামা গায়েব করেছে সে। কাবিননামা ছাড়া কি আদালতে মামলা করতে পারব,"আমার বয়স পঁয়তাল্লিশ, বিয়ে হয়েছে ২৭ বছর আগে। বিয়ের পর থেকেই স্বামীর নানা রকম অত্যাচার মুখ বুজে সয়ে এসেছি, সংসার ভেঙে যাবে এই ভয়ে কখনো কিছু বলিনি। গত বছরের অক্টোবরে সে আমাকে মারধর করে বাড়ি থেকে বের করে দেয়। আমি বাবার সংসারে ফিরে আসি। এরপর এক বছরের বেশি সময় কেটে গেছে, সে আমার কোনো খোঁজ নেয়নি, খরচও দেয়নি। এর মধ্যে শুনছি, সে নাকি আদালতে আমাকে তালাক দিয়েছে আর টাকাপয়সা আদালতে জমা রেখেছে। কিন্তু আমার হাতে কোনো কাগজ আসেনি। সে অন্য জায়গায় বিয়েও করেছে। এখন আমি কী করব? আমাকে না জানিয়ে কি আদালত আমার টাকাপয়সা জমা রাখতে পারে? কাবিননামাটাও সে গায়েব করে দিয়েছে। কাবিননামা ছাড়া কি আদালতে মামলা করতে পারব?",no,,Sifat
prot_0032_01,Iftiaq,37,এ কথা বলে শারীরিক সম্পর্ক চালিয়ে যায়। কিন্তু এখন বিয়ে করতে অস্বীকৃতি জানাচ্ছে। গ্রামে তার মাকে বলেছে মেয়ে দেখতে। আমি ওকে ছাড়া বাঁচতে পারব না। আমি হিন্দু হয়ে মুসলিম ছেলের বিরুদ্ধে কি আইনি কোনো ব্যবস্থা নিতে পারব?,"এসব বলে সে শারীরিক সম্পর্ক চালিয়ে গেছে। কিন্তু এখন বিয়ে করতে রাজি হচ্ছে না। গ্রামে ওর মাকে বলেছে পাত্রী খুঁজতে। ওকে ছাড়া আমি বাঁচব না। আমি হিন্দু, একজন মুসলমান ছেলের বিরুদ্ধে কি আমি কোনো আইনি ব্যবস্থা নিতে পারব?",no,Text starts mid-story; the earlier part of the letter is not included.,Sifat
prot_0035_01,Iftiaq,47,আমি একজন গৃহিণী এবং তিন সন্তানের মা। আমার স্বামী আমাকে না জানিয়ে ঢাকায় বিয়ে করেছেন। এখন আমাদের ভরণপোষণ দেওয়া বন্ধ করে দিয়েছেন। আমি গ্রামের চেয়ারম্যানকে বিষয়টি জানালে তিনি আমাদের স্বামী-স্ত্রীর সই একটি সাদা স্ট্যাম্পে রেখে তিন মাস পর সিদ্ধান্ত নেবেন বলে জানিয়েছেন। এখন আমার কী করা উচিত?,"আমি গৃহিণী, তিন ছেলেমেয়ের মা। আমাকে কিছু না জানিয়ে আমার স্বামী ঢাকায় আরেকটা বিয়ে করেছেন। এখন আমাদের খরচ দেওয়াও বন্ধ করে দিয়েছেন। গ্রামের চেয়ারম্যানকে ব্যাপারটা জানালে তিনি আমাদের স্বামী-স্ত্রী দুজনের সই একটা সাদা স্ট্যাম্পে নিয়ে রেখেছেন, বলেছেন তিন মাস পর সিদ্ধান্ত দেবেন। এখন আমার কী করা উচিত?",no,,Sifat
prot_0036_05,Iftiaq,62,আমি চার বছর ধরে এক মেয়েকে ভালোবাসি। সেও আমাকে ভালোবাসে। একপর্যায়ে আমার পরিবার মেয়ের বাসায় বিয়ের প্রস্তাব নিয়ে যায়। কিন্তু তার পরিবার রাজি হয়নি। এখন আমরা বিয়ে করতে চাই। কিন্তু মেয়েটির বয়স ১৮ বছর হয়নি। জন্মনিবন্ধন অনুযায়ী তার বয়স ১৭ বছর আট মাস। আমি কি তার ১৮ বছর বয়স হলে বিয়ে করতে পারব। পরে মেয়েটির পরিবার আমাদের কোনো ক্ষতি করতে পারবে কি?রহমতদিনাজপুর,"চার বছর ধরে একটা মেয়েকে ভালোবাসি, সেও আমাকে ভালোবাসে। একসময় আমার বাড়ির লোকজন মেয়ের বাসায় বিয়ের প্রস্তাব নিয়ে যায়, কিন্তু ওর পরিবার রাজি হয়নি। এখন আমরা নিজেরা বিয়ে করতে চাই। সমস্যা হলো, মেয়েটির বয়স এখনো ১৮ হয়নি; জন্মনিবন্ধন অনুযায়ী ওর বয়স ১৭ বছর আট মাস। ওর বয়স ১৮ হলে কি আমি ওকে বিয়ে করতে পারব? পরে মেয়ের পরিবার কি আমাদের কোনো ক্ষতি করতে পারবে?",yes,"Removed signature (name, district).",Sifat
prot_0037_02,Iftiaq,11,আর আমার মা জমিটা না দিলে নানি কি তা নিতে পারবেন?,"আর মা যদি জমিটা ফেরত না দেন, তাহলে কি নানি সেটা নিয়ে নিতে পারবেন?",no,Short follow-up fragment; context in an earlier part of the letter.,Sifat
prot_0038_02,Iftiaq,69,আমার খালার দুই মেয়ে ও এক ছেলে। সাত বছর আগে খালু আমার খালার অনুমতি ছাড়াই দ্বিতীয় বিয়ে করেন। বিষয়টি সালিসের মাধ্যমে সমাধানের চেষ্টা করা হয়েছিল; কিন্তু খালুর অপকৌশলের কারণে হয়নি। পরে এটি আদালত পর্যন্ত গড়ায়। সেখানেও মামলাটি শিথিল হয়ে যায়। এখন খালু খালাকে ভরণপোষণ দিচ্ছেন না। তিনি তাঁর দ্বিতীয় স্ত্রীর সঙ্গে থাকছেন। আইনি জটিলতা ছাড়া (মামলা-মোকদ্দমা) এ ধরনের লোকদের শাস্তি এবং ভরণপোষণ দিতে বাধ্য করার জন্য কী করা যায়?,"আমার খালার দুই মেয়ে আর এক ছেলে। সাত বছর আগে খালু খালার অনুমতি না নিয়েই আরেকটা বিয়ে করেন। সালিস বসিয়ে ব্যাপারটা মেটানোর চেষ্টা হয়েছিল, কিন্তু খালুর চালাকির কারণে তা হয়নি। পরে বিষয়টা আদালত পর্যন্ত যায়, সেখানেও মামলাটা ঢিলেঢালা হয়ে পড়ে। এখন খালু খালাকে কোনো খরচ দিচ্ছেন না, দ্বিতীয় বউকে নিয়ে থাকছেন। মামলা-মোকদ্দমার ঝামেলায় না গিয়ে এমন লোকদের শাস্তি দেওয়া আর খরচ দিতে বাধ্য করার জন্য কী করা যায়?",no,,Sifat
prot_0039_03,Iftiaq,102,"আমার বড় ভাই প্রথম স্ত্রী মারা যাওয়ার পর আবার বিয়ে করেন। যাঁকে বিয়ে করেন, তিনি তালাকপ্রাপ্তা ছিলেন। সেই সময় তাঁর গর্ভে তিন মাসের সন্তান ছিল। বিয়ের সময় তিনি এসব গোপন করেছিলেন। বিয়ের কিছুদিন পর আমার ভাই জানতে পারেন এসব কথা। তখন ভাবিকে তালাক দিতে চাইলে তিনি আমাদের নামে যৌতুক ও নারী নির্যাতন মামলা করেন। বিয়ের সাত মাস পর তিনি একটি পুত্রসন্তান প্রসব করেন। এখন মামলা চলাকালীন সময়ে তাঁকে তালাক দিলে আমাদের কোনো রকম অসুবিধা হবে কি? দেনমোহরের পুরো এক লাখ টাকা দিতে হবে কি? নাম প্রকাশে অনিচ্ছুক @ মামলা চলাকালে তালাক প্রদানে আইনগত কোনো বাধা নেই। তবে দেনমোহরের পুরো অর্থ মহিলার প্রাপ্য","আমার বড় ভাইয়ের প্রথম স্ত্রী মারা যাওয়ার পর তিনি আবার বিয়ে করেন। যাঁকে বিয়ে করেন, তাঁর আগে তালাক হয়েছিল, আর তখন তিনি তিন মাসের অন্তঃসত্ত্বা ছিলেন। বিয়ের সময় এসব কথা তিনি লুকিয়েছিলেন। বিয়ের কিছুদিন পর ভাই সব জানতে পারেন। তখন ভাই ভাবিকে তালাক দিতে চাইলে ভাবি আমাদের নামে যৌতুক আর নারী নির্যাতনের মামলা করে দেন। বিয়ের সাত মাসের মাথায় তিনি একটি ছেলের জন্ম দেন। এখন মামলা চলার মধ্যে তাঁকে তালাক দিলে কি আমাদের কোনো সমস্যা হবে? দেনমোহরের পুরো এক লাখ টাকাই কি দিতে হবে? উত্তর: মামলা চলার সময় তালাক দিতে আইনে কোনো বাধা নেই। তবে দেনমোহরের পুরো টাকাটাই মহিলার পাওনা।",no,The columnist's short reply is glued after the question; kept it after 'উত্তর:' so it can be cut. Dropped the 'name withheld' sign-off.,Sifat
