qid,question,positive_chunk_id,provision_id,act_id,domain,lang_tag,provision_title_bn,provision_no_ascii,provision_text_preview,label_source,curation_status,review_status,reviewer,review_notes,selection_round,content_overlap,jaccard
silver_syn_56aa1f91276c,"নাম লেখানো বাতিল বা পরিবর্তন সংক্রান্ত একটা সমস্যায় পড়েছি, কোথায় যাব?",consumer_1010_s65,consumer_1010_s65,consumer_1010,consumer,bengali,নিবন্ধন বাতিল বা পরিবর্তন,65,"(১) সরকার, কোন সংক্ষুব্ধ ব্যক্তি কর্তৃক, নির্ধারিত পদ্ধতিতে, আবেদনের ভিত্তিতে বা নিবন্ধকের সুপারিশক্রমে, স্বত্বাধিকারীকে উক্ত আবেদনের বা সুপারিশের বিরোধিতা করিবার যুক্তিসঙ্গত সুযোগ প্রদান করিবার পর, সার্টিফিকেশন ট্রেডমার্ক সংক্রান্ত নিবন্ধন বহির কোন এন্ট্রি বাতিল বা পরিবর্তন অথবা নিম্নবর্ণিত কোন কারণে দাখিলকৃত প্রবিধান পরিবর্তন করিবার আদেশ প্রদান করিতে পারিবে-(ক) যে পণ্য বা সেবার মার্ক নিবন্ধিত হইয়াছে উহা প্রত্যয়ন করিবার যোগ্যতা স্বত্বাধিকারীর না থাকিলে;(খ) স্বত্বাধিকারী দাখিলকৃত প্রবিধানের কোন বিধান পালনে ব্যর্থ হইলে;(গ) সংশ্লিষ্ট মার্কের নিবন্ধন জনস্বার্থে আর প্রয়োজন না হইলে; এবং(ঘ) উক্ত প্র",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.375,0.0426
silver_syn_3cff18969bff,বস্ত্রপণ্যের কাগজ করাে বাধা-নিষেধ বিষয়ে কোন আইন প্রযোজ্য হবে?,consumer_1010_s67,consumer_1010_s67,consumer_1010,consumer,bengali,বস্ত্রপণ্যের নিবন্ধনে বাধা-নিষেধ,67,"(১) বস্ত্রপণ্যকে টুকরা পণ্য হিসাবে গণ্য করিবার ক্ষেত্রে-(ক) কেবল লাইন হেডিং সম্বলিত কোন মার্ক ট্রেডমার্ক হিসাবে নিবন্ধনযোগ্য হইবে না;(খ) কোন লাইন হেডিং পণ্যকে স্বতন্ত্র করিবার জন্য অভিযোজিত হইয়াছে বলিয়া গণ্য হইবে না;(গ) কোন ট্রেডমার্কের নিবন্ধন লাইন হেডিং এর ব্যবহারে নিরঙ্কুশ অধিকার প্রদান করিবে না।(২) কোন বস্ত্রপণ্য সম্পর্কিত অক্ষর বা সংখ্যা বা সমন্বিতভাবে উভয়ের নিবন্ধন, নির্ধারিত শর্ত এবং সীমাবদ্ধতা সাপেক্ষে, হইবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.4286,0.0678
silver_syn_e06247d6aef5,কাগজ করা বহিতে অসত্য এন্ট্রির জন্য শাস্তি বিষয়ে নিয়ম কী?,consumer_1010_s78,consumer_1010_s78,consumer_1010,consumer,bengali,নিবন্ধন বহিতে অসত্য এন্ট্রির জন্য দণ্ড,78,"যদি কোন ব্যক্তি নিবন্ধন বহিতে কোন অসত্য বিবরণ লিপিবদ্ধ করেন বা করিবার ব্যবস্থা করেন অথবা নিবন্ধন বহির এন্ট্রির নকল বুঝাইবার উদ্দেশ্যে মিথ্যা কিছু লেখেন বা লিখিবার ব্যবস্থা করেন অথবা উক্ত এন্ট্রি বা লেখাকে অসত্য জানিয়াও উহাকে সাক্ষ্য হিসাবে পেশ করেন বা করিবার ব্যবস্থা করেন, তাহা হইলে তিনি অনধিক এক বৎসর কিন্তু অন্যূন ৬ (ছয়) মাসের কারাদণ্ড বা অনধিক ১ (এক) লক্ষ কিন্তু অন্যূন ৫০ (পঞ্চাশ) হাজার টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডনীয় হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0645
silver_syn_a9b2ce144691,কাগজ করাের বিষয়ে কতিপয় আদালতের নিষেধ বিষয়ে নিয়ম কী?,consumer_1010_s8,consumer_1010_s8,consumer_1010,consumer,bengali,নিবন্ধনের বিষয়ে কতিপয় নিষেধাজ্ঞা,8,"কোন মার্ক বা মার্কের অংশ ট্রেডমার্ক হিসাবে নিবন্ধিত হইবে না, যদি -(ক) উহাতে এমন কিছু6[থাকে] যাহা কুৎসামূলক বা দৃষ্টিকটু হয়;(খ) উহা বিদ্যমান কোন আইনের পরিপন্থী হয়;(গ) উহার ব্যবহার প্রতারণামূলক হইতে পারে বা বিভ্রান্তির সৃষ্টি করিতে পারে;(ঘ) উহাতে এমন কোন বিষয় থাকে যাহা বাংলাদেশের কোন নাগরিকের ধর্মীয় অনুভূতিতে আঘাত করিতে পারে;(ঙ) উপযুক্ত কর্তৃপক্ষ বা ব্যক্তির অনুমতি ব্যতীত, কোন দেশ বা আন্তর্জাতিক সংস্থা বা আন্তর্জাতিক চুক্তি বা কনভেনশনের মাধ্যমে গঠিত কোন সংস্থা বা অফিসের নাম, নামের আদ্যাক্ষর, হলমার্ক, মনোগ্রাম, মানচিত্র, পতাকা, প্রতীক, চিহ্ন বা উহার সহিত সামঞ্জস্যপূর্ণ বা আংশিক সামঞ্জস্যপূর্ণ বা ",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.1667,0.0217
silver_syn_f1f17de8a39f,নিজমি বা বাড়ি জামানত রাখাের কার্যপদ্ধতি ও ক্ষমতা বিষয়ে কোন আইন প্রযোজ্য হবে?,consumer_1010_s91,consumer_1010_s91,consumer_1010,consumer,bengali,নিবন্ধকের কার্যপদ্ধতি ও ক্ষমতা,91,"(১) এই আইনের অধীন দায়েরকৃত সকল কার্যধারায় সাক্ষ্য গ্রহণ, শপথ পরিচালনা, সাক্ষীর উপস্থিতি নিশ্চিতকরণ, দলিলাদি উদ্ধার ও উপস্থাপন এবং সাক্ষ্য গ্রহণের জন্য কমিশন প্রেরণের ক্ষেত্রে নিবন্ধকের একটি দেওয়ানী আদালতের ক্ষমতা থাকিবে।(২) এই আইনের অধীন নিবন্ধকের নিকট উত্থাপিত সকল কার্যধারায় হলফনামার মাধ্যমে সাক্ষ্য প্রদান করিতে হইবে, তবে নিবন্ধক, উপযুক্ত মনে করিলে, হলফনামার মাধ্যমে সাক্ষ্য গ্রহণের পরিবর্তে বা গৃহীত সাক্ষ্যের অতিরিক্ত হিসাবে মৌখিক সাক্ষ্য গ্রহণ করিতে পারিবে।(৩) ধারা ৯৩ এর বিধান সাপেক্ষে, নিবন্ধক এই আইন ও বিধি দ্বারা অর্পিত ক্ষমতা, পক্ষগণকে শুনানীর সুযোগ প্রদান ব্যতীত, প্রয়োগ করিতে পারিবেন না",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0534
silver_syn_efe374b1afba,দরখাস্ত বাতিল বিষয়ে নিয়ম কী?,consumer_1010_s94,consumer_1010_s94,consumer_1010,consumer,bengali,আবেদন বাতিল,94,"এই আইনের অধীন দাখিলকৃত আবেদনে কোন ভুলত্রুটি থাকিলে, নিবন্ধক, নির্ধারিত সময়ের মধ্যে, উক্ত ভুলত্রুটি সংশোধনের জন্য আবেদনকারীকে নির্দেশ দিতে পারিবেন এবং উক্তরূপ নির্দেশ সত্ত্বেও উক্ত সময়ের মধ্যে যদি উক্ত ভুলত্রুটি সংশোধন করা না হয়, তাহা হইলে নিবন্ধক উক্ত আবেদন বাতিল করিবার জন্য আদেশ প্রদান করিতে পারিবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.3333,0.025
silver_syn_e1ee24d0bb2d,মামলা দায়েরের ক্ষেত্রে প্রতিজমি বা বাড়ি জামানত রাখাতা ক্ষেত্রে আমার কী করা উচিত?,consumer_1011_s29,consumer_1011_s29,consumer_1011,consumer,bengali,মামলা দায়েরের ক্ষেত্রে প্রতিবন্ধকতা,29,"এই আইনের অধীন কৃত বা কৃত বলিয়া গণ্য কোন কার্য, গৃহীত কোন ব্যবস্থা, প্রদত্ত কোন আদেশ বা নির্দেশের বৈধতা সম্পর্কে, এই আইনে উল্লিখিত আপীল কর্তৃপক্ষের নিকট আপীল বা, ক্ষেত্রমত, তথ্য কমিশনের নিকট অভিযোগ দায়ের ব্যতীত, কোন আদালতে কোন প্রশ্ন উত্থাপন করা যাইবে না৷",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.375,0.1111
silver_syn_f9b6d65e6c50,সময় পেরিয়ে যাওয়া বিষয়ে কোন আইন প্রযোজ্য হবে?,consumer_1014_s61,consumer_1014_s61,consumer_1014,consumer,bengali,তামাদি,61,"Limitation Act, 1908(Act No IX of 1908) এ ভিন্নতর যাহা কিছুই থাকুক না কেন, ধারা ৬০ এর অধীন অভিযোগ দায়ের হইবার ৯০ (নব্বই) দিনের মধ্যে মামলা দায়েরের নিমিত্ত অভিযোগপত্র দাখিল করা না হইলে, ম্যাজিস্ট্রেট সংশ্লিষ্ট অপরাধ বিচারার্থ আমলে গ্রহণ করিবেন না।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.0,0.0
silver_syn_e32ca5d73855,আদালতের ডাক্বয় কমিটির সভা বিষয়ে নিয়ম কী?,consumer_1127_s16,consumer_1127_s16,consumer_1127,consumer,bengali,সমন্বয় কমিটির সভা,16,"(১) সমন্বয় কমিটির চেয়ারপারসন কর্তৃক নির্ধারিত স্থান, তারিখ ও সময়ে, বৎসরে কমপক্ষে ৩ (তিন) বার, উহার সভা অনুষ্ঠিত হইবে।(২) সমন্বয় কমিটির চেয়ারপারসন উহার সকল সভায় সভাপতিত্ব করিবেন এবং তাহার অনুপস্থিতিতে তদ্কর্তৃক নির্দেশিত উক্ত কমিটির অন্য কোন সদস্য বা এইরূপ কোন নির্দেশনা না থাকিলে সভায় উপস্থিত সদস্যগণ কর্তৃক মনোনীত উক্ত কমিটির অন্য কোন সদস্য সভাপতিত্ব করিবেন।(৩) সমন্বয় কমিটি, প্রয়োজনবোধে, সংশ্লিষ্ট যে কোন ব্যক্তিকে সমন্বয় কমিটির সদস্য হিসাবে কো-অপ্ট করিতে অথবা সভায় আমন্ত্রণ জানাইতে পারিবে।(৪) এই ধারার বিধানাবলি সাপেক্ষে, সমন্বয় কমিটি উহার সভার কার্যপদ্ধতি নির্ধারণ করিতে পারিবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.4,0.0294
silver_syn_f7b4e77761e9,ছাড়া পাওয়াযোগ্যতা ও আমলযোগ্যতা নিয়ে আইনে কী বলা আছে?,consumer_1127_s60,consumer_1127_s60,consumer_1127,consumer,bengali,জামিনযোগ্যতা ও আমলযোগ্যতা,60,"এই আইনের ধারা ২৩, ২৪,২৫, ২৬, ২৭, ২৮, ২৯, ৩০, ৩১, ৩৩, ৩৪, ৩৫ ও ৩৭ এ বর্ণিত অপরাধ আমলযোগ্য (cognizable) ও অজামিনযোগ্য (non-bailable) হইবে এবং উক্ত অপরাধ ব্যতীত এই আইনের অন্যান্য অপরাধ অ-আমলযোগ্য (non-cognizable) ও জামিনযোগ্য (bailable) হইবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.2,0.0476
silver_syn_746b2ac1af29,রেফারেন্স মানশাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s10,consumer_1270_s10,consumer_1270,consumer,bengali,রেফারেন্স মানদণ্ড,10,"(১) সরকার, ধারা ৮ এর উপ-ধারা (১) এ উল্লিখিত পরিমাপনের মানদণ্ড বা উহার গুণিতক বা উপ-গুণিতকের জন্য, রেফারেন্স মানদণ্ড নামে, প্রয়োজনীয় সংখ্যক সেট প্রস্তুতের ব্যবস্থা করিবে এবং উক্তরূপ প্রতিটি পরিমাপনের সেট জাতীয় মানদণ্ডের সহিত তুলনা করিয়া প্রস্তুত করিবে।(২) রেফারেন্স মানদণ্ডসমূহ ক্ষমতাপ্রাপ্ত ব্যক্তি যেইরূপ নির্ধারণ করিবে সেইরূপ স্থান ও অবস্থায় সংরক্ষণ করা হইবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.25,0.0392
silver_syn_929a99f9fd40,সেকেন্ডারি মানশাস্তি বিষয়ে নিয়ম কী?,consumer_1270_s11,consumer_1270_s11,consumer_1270,consumer,bengali,সেকেন্ডারি মানদণ্ড,11,"(১) প্রচলিত মানদণ্ডের শুদ্ধতা প্রতিপাদনের উদ্দেশ্যে, সরকার, সেকেন্ডারি মানদণ্ড নামে ওজন ও পরিমাপনের প্রয়োজনীয় সংখ্যক মানদণ্ড সেট প্রস্তুত করিতে পারিবে এবং উক্তরূপ প্রতিটি সেট রেফারেন্স মানদণ্ডের সহিত প্রতিপাদন করিয়া নির্ভরযোগ্য করা যাইবে।(২) সেকেন্ডারি মানদণ্ড ক্ষমতাপ্রাপ্ত ব্যক্তি কর্তৃক নির্ধারিত স্থান ও অবস্থায় সংরক্ষণ করা হইবে এবং তিনি প্রতি ৫ (পাঁচ) বৎসরে কমপক্ষে একবার উহা রেফারেন্স মানদণ্ডের সহিত প্রতিপাদনের ব্যবস্থা করিবেন এবং উক্ত প্রতিপাদন তারিখ দ্বারা চিহ্নিত করিবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.3333,0.0175
silver_syn_bbea4e3fef48,প্রচলিত মানশাস্তি বিষয়ে নিয়ম কী?,consumer_1270_s12,consumer_1270_s12,consumer_1270,consumer,bengali,প্রচলিত মানদণ্ড,12,"(১) বাণিজ্যিক ওজন ও পরিমাপনের শুদ্ধতা প্রতিপাদনের উদ্দেশ্যে, সরকার, প্রচলিত মানদণ্ড নামে, প্রয়োজনীয় সংখ্যক মানদণ্ডের সেট প্রস্তুত করিতে পারিবে এবং উক্তরূপ প্রতিটি সেট সেকেন্ডারি মানদণ্ডের সহিত প্রতিপাদন করিয়া নির্ভরযোগ্য করা যাইবে :তবে শর্ত থাকে যে, স্বর্ণ ও রৌপ্যের বাট এবং মূল্যবান পাথর সংশ্লিষ্ট প্রচলিত মানদণ্ডসমূহ রেফারেন্স মানদণ্ডের সহিত সত্যতা প্রতিপাদন করিতে হইবে।(২) প্রচলিত মানদণ্ডসমূহ ক্ষমতাপ্রাপ্ত ব্যক্তি কর্তৃক নির্ধারিত স্থান ও অবস্থায় সংরক্ষণ করা হইবে এবং, ক্ষেত্রমত, তৎকর্তৃক নির্ধারিত স্থানে ও পদ্ধতিতে প্রতিপাদন করা হইবে এবং এইরূপ সত্যতা প্রতিপাদন তারিখ দ্বারা চিহ্নিত করিতে হইবে।(",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.3333,0.0135
silver_syn_66dab03408ed,ধারা ২০ লঙ্ঘনের শাস্তি নিয়ে আইনে কী বলা আছে?,consumer_1270_s37,consumer_1270_s37,consumer_1270,consumer,bengali,ধারা ২০ লঙ্ঘনের দণ্ড,37,"(১) কোনো ব্যক্তি যদি, কোনো যুক্তিসংগত কারণ ব্যতীত, কোনো ওজন বা পরিমাপনের মডেল অনুমোদনের জন্য দাখিল করিতে ব্যর্থ হন বা অপারগ হন, তাহা হইলে তিনি অনূর্ধ্ব ৬(ছয়) মাসের কারাদণ্ড বা অনূর্ধ্ব ৫০(পঞ্চাশ) হাজার টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।(২) কোনো ব্যক্তি যদি, ধারা ২০ এর অধীন ওজন বা পরিমাপন সম্পর্কিত মডেল অনুমোদনের সনদ গ্রহণ ব্যতীত উহা বিক্রয়, বিতরণ, সরবরাহের জন্য তৈরি বা উৎপাদন করেন, অথবা বিক্রয় বা ব্যবসায় বা বাণিজ্যের উদ্দেশ্যে হস্তান্তর করেন, তাহা হইলে তিনি, অনূর্ধ্ব ২(দুই) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ১(এক) লক্ষ টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।(৩) কোনো ব্যক্তি যদি, ক্ষমতাপ্রা",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0375
silver_syn_cca3560aa0a8,ধারা ২২ লঙ্ঘনের শাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s39,consumer_1270_s39,consumer_1270,consumer,bengali,ধারা ২২ লঙ্ঘনের দণ্ড,39,"কোনো ব্যক্তি যদি, ধারা ২২ এর বিধান অনুসরণ ব্যতীত, কোনো ওজন বা পরিমাপন তৈরি বা উৎপাদন করেন, তাহা হইলে তিনি অনূর্ধ্ব ১(এক) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ৫০(পঞ্চাশ) হাজার টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0714
silver_syn_d3c08b2d9b1b,ধারা ২৩ লঙ্ঘনের শাস্তি বিষয়ে কোন আইন প্রযোজ্য হবে?,consumer_1270_s40,consumer_1270_s40,consumer_1270,consumer,bengali,ধারা ২৩ লঙ্ঘনের দণ্ড,40,"কোনো ব্যক্তি যদি নিবন্ধন সনদ গ্রহণ ব্যতীত এলপিজি, এলএনজি বটলিং, টার্মিনাল, প্লান্ট, পেট্রোলপাম্প স্টেশন, সিএনজি ফিলিং স্টেশন, এলপিজি ফিলিং স্টেশন, বা এলএনজি ফিলিং স্টেশন পরিচালনা করেন, তাহা হইলে তিনি অনূর্ধ্ব ১(এক) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ২(দুই) লক্ষ টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0625
silver_syn_8c9402ec7422,ধারা ২৪ লঙ্ঘনের শাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s41,consumer_1270_s41,consumer_1270,consumer,bengali,ধারা ২৪ লঙ্ঘনের দণ্ড,41,"কোনো ব্যক্তি যদি ধারা ২৪ বা এই আইনের অধীন প্রণীত বিধির বিধানাবলি লঙ্ঘন করিয়া, মোড়কজাত আকারে, যে কোনো পণ্য বিক্রয়, পরিবেশন, সরবরাহ বা হস্তান্তর করেন অথবা পরিবেশন বা সরবরাহের ব্যবস্থা করেন, তাহা হইলে তিনি, অনূর্ধ্ব ১(এক) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ১(এক) লক্ষ টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.06
silver_syn_828044dfc5e1,ধারা ২৫ লঙ্ঘনের শাস্তি নিয়ে আইনে কী বলা আছে?,consumer_1270_s42,consumer_1270_s42,consumer_1270,consumer,bengali,ধারা ২৫ লঙ্ঘনের দণ্ড,42,"কোনো ব্যক্তি যদি ধারা ২৫ এর বিধান লঙ্ঘন করেন, তাহা হইলে তিনি অনূর্ধ্ব ০৬(ছয়) মাসের কারাদণ্ড বা অনূর্ধ্ব ৫০(পঞ্চাশ) হাজার টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0811
silver_syn_37b3b623b8d5,ধারা ২৭ লঙ্ঘনের শাস্তি নিয়ে আইনে কী বলা আছে?,consumer_1270_s44,consumer_1270_s44,consumer_1270,consumer,bengali,ধারা ২৭ লঙ্ঘনের দণ্ড,44,"কোনো ব্যক্তি যদি মেট্রিক পদ্ধতির এককে পরিমাপের উপযোগী নয় বা মেট্রিক পদ্ধতির এককের পাশাপাশি অন্য পদ্ধতির এককেও পরিমাপের উপযোগী ওজন বা পরিমাপন যন্ত্র আমদানি করেন, তাহা হইলে তিনি অনূর্ধ্ব ১(এক) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ১(এক) লক্ষ টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0652
silver_syn_dc3c6c03a6fe,ধারা ২৮ লঙ্ঘনের শাস্তি নিয়ে আইনে কী বলা আছে?,consumer_1270_s45,consumer_1270_s45,consumer_1270,consumer,bengali,ধারা ২৮ লঙ্ঘনের দণ্ড,45,"কোনো ব্যক্তি যদি ওজন বা পরিমাপন বা, ক্ষেত্রমত, সংখ্যামানের মানদণ্ড ব্যতীত, অন্য কোনো ওজন বা পরিমাপন বা সংখ্যামান ব্যবহার করেন, তাহা হইলে তিনি অনূর্ধ্ব ৬(ছয়) মাসের কারাদণ্ড অথবা অনূর্ধ্ব ৫০(পঞ্চাশ) হাজার টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0698
silver_syn_ddfbf90ae4ed,ধারা ২৯ লঙ্ঘনের শাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s46,consumer_1270_s46,consumer_1270,consumer,bengali,ধারা ২৯ লঙ্ঘনের দণ্ড,46,"কোনো ব্যক্তি যদি-(ক) যে কোনো পরিমাণের বা সংখ্যায় কোনো বস্তু বা পণ্য বিক্রয়, সরবরাহ বা বিক্রয় বা সরবরাহের ব্যবস্থা করেন, যাহা চুক্তি বা অর্থ পরিশোধের বিনিময়ে প্রাপ্য পরিমাণ বা সংখ্যা হইতে কম হয়; বা(খ) ওজন বা পরিমাপন বা সংখ্যা দ্বারা কোনো সেবা প্রদান করেন, যাহা চুক্তি বা অর্থ পরিশোধের বিনিময়ে সেবার তুলনায় কম হয়; বা(গ) কোনো বস্তু বা পণ্য অথবা কোনো পরিমাণ বা সংখ্যার চুক্তি বা নির্দিষ্ট মূল্যের তুলনায় অতিরিক্ত পরিমাণ বা সংখ্যা দাবি বা দাবির ব্যবস্থা করেন, অথবা গ্রহণ বা গ্রহণের ব্যবস্থা করেন,তাহা হইলে তিনি অনূর্ধ্ব ১(এক) বছরের কারাদণ্ড বা অনূর্ধ্ব ১(এক) লক্ষ টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0429
silver_syn_0895b9e87a73,ধারা ৩০ লঙ্ঘনের শাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s47,consumer_1270_s47,consumer_1270,consumer,bengali,ধারা ৩০ লঙ্ঘনের দণ্ড,47,"কোনো ব্যক্তি যদি ধারা ৩০ এর বিধান লঙ্ঘন করেন, তাহা হইলে তিনি অনূর্ধ্ব ০২(দুই) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ২০(বিশ) লক্ষ টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0811
silver_syn_bb1f9c19fc5d,ধারা ৩২ লঙ্ঘনের শাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s48,consumer_1270_s48,consumer_1270,consumer,bengali,ধারা ৩২ লঙ্ঘনের দণ্ড,48,"কোনো ব্যক্তি যদি বিধি দ্বারা নির্ধারিত পদ্ধতিতে প্রতিপাদন ও স্ট্যাম্পযুক্ত না করিয়া বা বৈধ ভেরিফিকেশন বা, ক্ষেত্রমত, ক্রমাঙ্কন সনদ গ্রহণ ব্যতীত কোনো বাণিজ্যিক ওজন বা পরিমাপন বিক্রয়, সরবরাহ, ব্যবহার করেন বা অধিকারে রাখেন অথবা ব্যবহার বা অধিকারে রাখিবার ব্যবস্থা করেন তাহা হইলে তিনি অনূর্ধ্ব ১(এক) বৎসরের কারাদণ্ড বা অনূর্ধ্ব ৫০(পঞ্চাশ) হাজার টাকা অর্থদণ্ড অথবা উভয় দণ্ডে দণ্ডিত হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.05
silver_syn_d7911fc27f45,অপরাধ পুনঃসংঘটনের শাস্তি বিষয়ে নিয়ম কী?,consumer_1270_s56,consumer_1270_s56,consumer_1270,consumer,bengali,অপরাধ পুনঃসংঘটনের দণ্ড,56,"কোনো ব্যক্তি যদি এই আইনে উল্লিখিত কোনো অপরাধের জন্য দণ্ডিত হইয়া দণ্ড ভোগ করিবার পর পুনরায় একই অপরাধ করেন, তাহা হইলে তিনি উক্ত অপরাধের জন্য সর্বোচ্চ যে দণ্ড রহিয়াছে উহার দ্বিগুণ দণ্ডনীয় হইবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0571
silver_syn_7eb4b2d6c0ec,ভিত্তি এককসমূহের জাতীয় মানশাস্তি ক্ষেত্রে আমার কী করা উচিত?,consumer_1270_s6,consumer_1270_s6,consumer_1270,consumer,bengali,ভিত্তি এককসমূহের জাতীয় মানদণ্ড,6,"(১) সরকার সকল ভিত্তি এককের জাতীয় মানদণ্ড প্রস্তুতের ব্যবস্থা করিবে :তবে শর্ত থাকে যে, সরকার, প্রয়োজনে, কোনো প্রাইমারি মানদণ্ডকে জাতীয় মানদণ্ড হিসাবে ঘোষণা করিতে পারিবে।(২) ওজন ও পরিমাপের সকল জাতীয় মানদণ্ড ক্ষমতাপ্রাপ্ত ব্যক্তি কর্তৃক নির্ধারিত স্থান ও অবস্থায় সংরক্ষণ করা হইবে এবং তিনি সংরক্ষণের পূর্বে এবং প্রতি ১০(দশ) বৎসর পর উহা প্রতিপাদন ও প্রত্যয়নের ব্যবস্থা করিবেন।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0727
silver_syn_e209459f7f69,পরিমাপনের সেকেন্ডারি মানশাস্তি একক বিষয়ে কোন আইন প্রযোজ্য হবে?,consumer_1270_s7,consumer_1270_s7,consumer_1270,consumer,bengali,পরিমাপনের সেকেন্ডারি মানদণ্ড একক,7,"সরকার, সরকারি গেজেটে প্রজ্ঞাপন দ্বারা, যেইরূপ উপযুক্ত মনে করিবে সেইরূপ মাত্রা ও সংখ্যামানসমূহকে, পরিমাপনের সেকেন্ডারি মানদণ্ডের একক হিসাবে ঘোষণা করিতে পারিবে :তবে শর্ত থাকে যে, সময়ের একক ব্যতীত, উক্তরূপ সেকেন্ডারি মানদণ্ডের একক সংশ্লিষ্ট ভিত্তি এককের দশ গুনের ধনাত্মক বা ঋণাত্মক (power) শক্তি হইবে।",provision_title,silver_auto_curated,approved,Dhara annotation team,Approved by team confirmation recorded 2026-09-16.,2,0.5,0.0638
